parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc,,Project
ANA_tox,RA11 ,,,11,185,,2024-05-21,10:45:00 AM,0,0.50,,ug/L,0.143,,,Harrison_County,Harrison County 1,Below detection limit,,SLAP
ANA_tox,RA11 ,,,11,185,,2024-05-21,10:45:00 AM,0,0.50,,ug/L,0.154,,,Harrison_County,Harrison County 1,,,SLAP
ANA_tox,RA12 ,,,12,164,,2024-05-21,1:17:00 PM,0,0.50,,ug/L,0.166,,,Elmwood,Elmwood 1,,,SLAP
ANA_tox,RA12 ,,,12,164,,2024-05-21,1:17:00 PM,0,0.50,,ug/L,0.165,,,Elmwood,Elmwood 1,,,SLAP
ANA_tox,RA13 ,,,13,237,,2024-05-21,2:04:00 PM,0,0.50,,ug/L,0.220,,,Milan_North,Milan (North) 1,,,SLAP
ANA_tox,RA13 ,,,13,237,,2024-05-21,2:04:00 PM,0,0.50,,ug/L,0.185,,,Milan_North,Milan (North) 1,,,SLAP
ANA_tox,RA14 ,,,14,133,,2024-05-22,7:36:00 AM,0,0.50,,ug/L,0.201,,,Forest,Forest 1,,,SLAP
ANA_tox,RA14 ,,,14,133,,2024-05-22,7:36:00 AM,0,0.50,,ug/L,0.132,,,Forest,Forest 1,Below detection limit,,SLAP
ANA_tox,RA15 ,,,15,053,,2024-05-22,9:45:00 AM,0,0.50,,ug/L,0.171,,,Memphis_City,Memphis City 1,,,SLAP
ANA_tox,RA15 ,,,15,053,,2024-05-22,9:45:00 AM,0,0.50,,ug/L,0.182,,,Memphis_City,Memphis City 1,,,SLAP
ANA_tox,RA16 ,,,16,182,,2024-05-22,11:15:00 AM,0,0.50,,ug/L,0.153,,,Fox_Valley,Fox Valley 1,,,SLAP
ANA_tox,RA16 ,,,16,182,,2024-05-22,11:15:00 AM,0,0.50,,ug/L,0.144,,,Fox_Valley,Fox Valley 1,Below detection limit,,SLAP
ANA_tox,RA17 ,,,17,057,,2024-05-22,1:24:00 PM,0,0.50,,ug/L,0.206,,,Deer_Ridge,Deer Ridge 1,,,SLAP
ANA_tox,RA17 ,,,17,057,,2024-05-22,1:24:00 PM,0,0.50,,ug/L,0.196,,,Deer_Ridge,Deer Ridge 1,,,SLAP
ANA_tox,RA18 ,,,18,114,,2024-05-22,2:52:00 PM,0,0.50,,ug/L,0.205,,,Henry_Sever,Henry Sever 1,,,SLAP
ANA_tox,RA18 ,,,18,114,,2024-05-22,2:52:00 PM,0,0.50,,ug/L,0.179,,,Henry_Sever,Henry Sever 1,,,SLAP
ANA_tox,RA19 ,,,19,048,,2024-05-22,4:55:00 PM,0,0.50,,ug/L,0.113,,,Long_Branch,Long Branch 1,Below detection limit,,SLAP
ANA_tox,RA19 ,,,19,048,,2024-05-22,4:55:00 PM,0,0.50,,ug/L,0.098,,,Long_Branch,Long Branch 1,Below detection limit,,SLAP
ANA_tox,RA20 ,,,20,134,,2024-05-23,11:30:00 AM,0,0.50,,ug/L,0.167,,,Jamesport_City,Jamesport City 1,,,SLAP
ANA_tox,RA20 ,,,20,134,,2024-05-23,11:30:00 AM,0,0.50,,ug/L,0.227,,,Jamesport_City,Jamesport City 1,,,SLAP
ANA_tox,RA21 ,,,21,184,,2024-05-28,10:15:00 AM,0,0.50,,ug/L,0.341,,,Manito,Manito 1,,,SLAP
ANA_tox,RA21 ,,,21,184,,2024-05-28,10:15:00 AM,0,0.50,,ug/L,0.358,,,Manito,Manito 1,,,SLAP
ANA_tox,RA22 ,,,22,092,,2024-05-28,12:47:00 PM,0,0.50,,ug/L,0.166,,,Pomme_De_Terre,Pomme de Terre 1,,,SLAP
ANA_tox,RA22 ,,,22,092,,2024-05-28,12:47:00 PM,0,0.50,,ug/L,0.175,,,Pomme_De_Terre,Pomme de Terre 1,,,SLAP
ANA_tox,RA23 ,,,23,098,,2024-05-23,1:51:00 PM,0,0.50,,ug/L,0.135,,,Table_Rock,Table Rock 1,Below detection limit,,SLAP
ANA_tox,RA23 ,,,23,098,,2024-05-23,1:51:00 PM,0,0.50,,ug/L,0.147,,,Table_Rock,Table Rock 1,Below detection limit,,SLAP
ANA_tox,RA24 ,,,24,049,,2024-06-05,10:10:00 AM,0,0.50,,ug/L,0.240,,,Macon,Macon 1,,,SLAP
ANA_tox,RA24 ,,,24,049,,2024-06-05,10:10:00 AM,0,0.50,,ug/L,0.204,,,Macon,Macon 1,,,SLAP
ANA_tox,RA25 ,,,25,096,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.163,,,Fellows,Fellows 1,,,SLAP
ANA_tox,RA25 ,,,25,096,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.213,,,Fellows,Fellows 1,,,SLAP
ANA_tox,RA26 ,,,26,096-FD,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.166,,,Fellows,Fellows 1,,,SLAP
ANA_tox,RA26 ,,,26,096-FD,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.117,,,Fellows,Fellows 1,Below detection limit,,SLAP
ANA_tox,RA27 ,,,27,091,,2024-05-28,6:07:00 PM,0,0.50,,ug/L,0.165,,,Atkinson,Atkinson 1,,,SLAP
ANA_tox,RA27 ,,,27,091,,2024-05-28,6:07:00 PM,0,0.50,,ug/L,0.168,,,Atkinson,Atkinson 1,,,SLAP
ANA_tox,RA28 ,,,28,070,,2024-05-29,7:50:00 AM,0,0.50,,ug/L,0.097,,,North,North 1,Below detection limit,,SLAP
ANA_tox,RA28 ,,,28,070,,2024-05-29,7:50:00 AM,0,0.50,,ug/L,0.153,,,North,North 1,,,SLAP
ANA_tox,RA29 ,,,29,120,,2024-05-29,9:15:00 AM,0,0.50,,ug/L,0.218,,,Winnebago,Winnebago 1,,,SLAP
ANA_tox,RA29 ,,,29,120,,2024-05-29,9:15:00 AM,0,0.50,,ug/L,0.261,,,Winnebago,Winnebago 1,,,SLAP
ANA_tox,RA30 ,,,30,169,,2024-05-29,10:34:00 AM,0,0.50,,ug/L,0.309,,,Gopher,Gopher 1,,,SLAP
ANA_tox,RA30 ,,,30,169,,2024-05-29,10:34:00 AM,0,0.50,,ug/L,0.310,,,Gopher,Gopher 1,,,SLAP
ANA_tox,RA31 ,,,31,183,,2024-05-29,11:57:00 AM,0,0.50,,ug/L,0.153,,,Hazel_Hill,Hazel Hill 1,,,SLAP
ANA_tox,RA31 ,,,31,183,,2024-05-29,11:57:00 AM,0,0.50,,ug/L,0.221,,,Hazel_Hill,Hazel Hill 1,,,SLAP
ANA_tox,RA32 ,,,32,150,,2024-05-29,1:44:00 PM,0,0.50,,ug/L,0.135,,,Blind_Pony,Blind Pony 1,Below detection limit,,SLAP
ANA_tox,RA32 ,,,32,150,,2024-05-29,1:44:00 PM,0,0.50,,ug/L,0.131,,,Blind_Pony,Blind Pony 1,Below detection limit,,SLAP
ANA_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.278,,,Higginsville,Higginsville 1,,,SLAP
ANA_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.307,,,Higginsville,Higginsville 1,,,SLAP
ANA_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.232,,,Higginsville,Higginsville 1,,,SLAP
ANA_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.271,,,Higginsville,Higginsville 1,,,SLAP
ANA_tox,RA34 ,,,34,074,,2024-05-30,8:00:00 AM,0,0.50,,ug/L,0.131,,,Watkins_Mill,Watkins Mill 1,Below detection limit,,SLAP
ANA_tox,RA34 ,,,34,074,,2024-05-30,8:00:00 AM,0,0.50,,ug/L,0.140,,,Watkins_Mill,Watkins Mill 1,Below detection limit,,SLAP
ANA_tox,RA35 ,,,35,081,,2024-05-30,9:53:00 AM,0,0.50,,ug/L,0.107,,,Pony_Express,Pony Express 1,Below detection limit,,SLAP
ANA_tox,RA35 ,,,35,081,,2024-05-30,9:53:00 AM,0,0.50,,ug/L,0.196,,,Pony_Express,Pony Express 1,,,SLAP
ANA_tox,RA36 ,,,36,317,,2024-05-30,10:47:00 AM,0,0.50,,ug/L,0.140,,,Buffalo_Bill,Buffalo Bill 1,Below detection limit,,SLAP
ANA_tox,RA36 ,,,36,317,,2024-05-30,10:47:00 AM,0,0.50,,ug/L,0.135,,,Buffalo_Bill,Buffalo Bill 1,Below detection limit,,SLAP
ANA_tox,RA37 ,,,37,192,,2024-05-30,12:45:00 PM,0,0.50,,ug/L,0.133,,,Jo_Shelby,Jo Shelby 1,Below detection limit,,SLAP
ANA_tox,RA37 ,,,37,192,,2024-05-30,12:45:00 PM,0,0.50,,ug/L,0.134,,,Jo_Shelby,Jo Shelby 1,Below detection limit,,SLAP
ANA_tox,RA38 ,,,38,087,,2024-05-30,1:57:00 PM,0,0.50,,ug/L,0.078,,,Brookfield,Brookfield 1,Below detection limit,,SLAP
ANA_tox,RA38 ,,,38,087,,2024-05-30,1:57:00 PM,0,0.50,,ug/L,0.102,,,Brookfield,Brookfield 1,Below detection limit,,SLAP
ANA_tox,RA39 ,,,39,115,,2024-06-05,11:54:00 AM,0,0.50,,ug/L,0.144,,,Hunnewell,Hunnewell 1,Below detection limit,,SLAP
ANA_tox,RA39 ,,,39,115,,2024-06-05,11:54:00 AM,0,0.50,,ug/L,0.057,,,Hunnewell,Hunnewell 1,Below detection limit,,SLAP
ANA_tox,RA40 ,,,40,272,,2024-06-05,1:39:00 PM,0,0.50,,ug/L,0.171,,,Perry,Perry 1,,,SLAP
ANA_tox,RA40 ,,,40,272,,2024-06-05,1:39:00 PM,0,0.50,,ug/L,0.161,,,Perry,Perry 1,,,SLAP
ANA_tox,RA41 ,,,41,003,,2024-06-05,3:18:00 PM,0,0.50,,ug/L,0.186,,,Bowling_Green_East,Bowling Green (East) 1,,,SLAP
ANA_tox,RA41 ,,,41,003,,2024-06-05,3:18:00 PM,0,0.50,,ug/L,0.097,,,Bowling_Green_East,Bowling Green (East) 1,Below detection limit,,SLAP
ANA_tox,RA42 ,,,42,005,,2024-06-05,4:52:00 PM,0,0.50,,ug/L,0.173,,,Lincoln,Lincoln 1,,,SLAP
ANA_tox,RA42 ,,,42,005,,2024-06-05,4:52:00 PM,0,0.50,,ug/L,0.155,,,Lincoln,Lincoln 1,,,SLAP
ANA_tox,RA43 ,,,43,197,,2024-06-05,6:21:00 PM,0,0.50,,ug/L,0.167,,,Prairie,Prairie 1,,,SLAP
ANA_tox,RA43 ,,,43,197,,2024-06-05,6:21:00 PM,0,0.50,,ug/L,0.206,,,Prairie,Prairie 1,,,SLAP
ANA_tox,RA44 ,,,44,454,,2024-06-06,7:35:00 AM,0,0.50,,ug/L,0.432,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,,,SLAP
ANA_tox,RA44 ,,,44,454,,2024-06-06,7:35:00 AM,0,0.50,,ug/L,0.428,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,,,SLAP
ANA_tox,RA45 ,,,45,014,,2024-06-06,8:51:00 AM,0,0.50,,ug/L,0.186,,,Tishomingo,Tishomingo 1,,,SLAP
ANA_tox,RA45 ,,,45,014,,2024-06-06,8:51:00 AM,0,0.50,,ug/L,0.174,,,Tishomingo,Tishomingo 1,,,SLAP
ANA_tox,RA46 ,,,46,021,,2024-06-06,10:57:00 AM,0,0.50,,ug/L,0.207,,,Goose_Creek,Goose Creek 1,,,SLAP
ANA_tox,RA46 ,,,46,021,,2024-06-06,10:57:00 AM,0,0.50,,ug/L,0.174,,,Goose_Creek,Goose Creek 1,,,SLAP
ANA_tox,RA47 ,,,47,018,,2024-06-06,1:33:00 PM,0,0.50,,ug/L,0.250,,,Capri,Capri 1,,,SLAP
ANA_tox,RA47 ,,,47,018,,2024-06-06,1:33:00 PM,0,0.50,,ug/L,0.172,,,Capri,Capri 1,,,SLAP
ANA_tox,RA48 ,,,48,112,,2024-06-06,2:41:00 PM,0,0.50,,ug/L,0.204,,,Shayne,Shayne 1,,,SLAP
ANA_tox,RA48 ,,,48,112,,2024-06-06,2:41:00 PM,0,0.50,,ug/L,0.195,,,Shayne,Shayne 1,,,SLAP
ANA_tox,RA49 ,,,49,186,,2024-06-06,4:30:00 PM,0,0.50,,ug/L,0.147,,,Carl_DiSalvo,Carl DiSalvo 1,Below detection limit,,SLAP
ANA_tox,RA49 ,,,49,186,,2024-06-06,4:30:00 PM,0,0.50,,ug/L,0.144,,,Carl_DiSalvo,Carl DiSalvo 1,Below detection limit,,SLAP
ANA_tox,RA50 ,,,50,030,,2024-06-07,8:44:00 AM,0,0.50,,ug/L,0.166,,,Wappapello,Wappapello 1,,,SLAP
ANA_tox,RA50 ,,,50,030,,2024-06-07,8:44:00 AM,0,0.50,,ug/L,0.176,,,Wappapello,Wappapello 1,,,SLAP
ANA_tox,RA51 ,,,51,048,,2024-06-12,4:10:00 PM,0,0.50,,ug/L,0.193,,,Long_Branch,Long Branch 1,,,SLAP
ANA_tox,RA51 ,,,51,048,,2024-06-12,4:10:00 PM,0,0.50,,ug/L,0.186,,,Long_Branch,Long Branch 1,,,SLAP
ANA_tox,RA52 ,,,52,036,,2024-06-07,11:35:00 AM,0,0.50,,ug/L,0.264,,,Clearwater,Clearwater 1,,,SLAP
ANA_tox,RA52 ,,,52,036,,2024-06-07,11:35:00 AM,0,0.50,,ug/L,0.207,,,Clearwater,Clearwater 1,,,SLAP
ANA_tox,RA53 ,,,53,039,,2024-06-07,3:22:00 PM,0,0.50,,ug/L,0.241,,,Council_Bluff,Council Bluff 1,,,SLAP
ANA_tox,RA53 ,,,53,039,,2024-06-07,3:22:00 PM,0,0.50,,ug/L,0.133,,,Council_Bluff,Council Bluff 1,Below detection limit,,SLAP
ANA_tox,RA54 ,,,54,110,,2024-06-07,6:34:00 PM,0,0.50,,ug/L,0.128,,,Little_Prairie,Little Prairie 1,Below detection limit,,SLAP
ANA_tox,RA54 ,,,54,110,,2024-06-07,6:34:00 PM,0,0.50,,ug/L,0.205,,,Little_Prairie,Little Prairie 1,,,SLAP
ANA_tox,RA55 ,,,55,134,,2024-06-10,12:37:00 PM,0,0.50,,ug/L,0.570,,,Jamesport_City,Jamesport City 1,,,SLAP
ANA_tox,RA55 ,,,55,134,,2024-06-10,12:37:00 PM,0,0.50,,ug/L,0.603,,,Jamesport_City,Jamesport City 1,,,SLAP
ANA_tox,RA56 ,,,56,411,,2024-06-06,11:22:00 AM,0,0.50,,ug/L,0.128,,,Cedar,Cedar 1,Below detection limit,,SLAP
ANA_tox,RA56 ,,,56,411,,2024-06-06,11:22:00 AM,0,0.50,,ug/L,0.178,,,Cedar,Cedar 1,,,SLAP
ANA_tox,RA57 ,,,57,274,,2024-06-07,10:55:00 AM,0,0.50,,ug/L,0.146,,,Alpine,Alpine 1,Below detection limit,,SLAP
ANA_tox,RA57 ,,,57,274,,2024-06-07,10:55:00 AM,0,0.50,,ug/L,0.139,,,Alpine,Alpine 1,Below detection limit,,SLAP
ANA_tox,RA58 ,,,58,117,,2024-06-07,2:12:00 PM,0,0.50,,ug/L,0.147,,,Little_Dixie,Little Dixie 1,Below detection limit,,SLAP
ANA_tox,RA58 ,,,58,117,,2024-06-07,2:12:00 PM,0,0.50,,ug/L,0.213,,,Little_Dixie,Little Dixie 1,,,SLAP
ANA_tox,RA59 ,,,59,228,,2024-06-10,1:17:00 PM,0,0.50,,ug/L,0.493,,,Jamesport_Community,Jamesport Community 1,,,SLAP
ANA_tox,RA59 ,,,59,228,,2024-06-10,1:17:00 PM,0,0.50,,ug/L,0.476,,,Jamesport_Community,Jamesport Community 1,,,SLAP
ANA_tox,RA60 ,,,60,163,,2024-06-10,2:53:00 PM,0,0.50,,ug/L,0.756,,,King,King 1,,,SLAP
ANA_tox,RA60 ,,,60,163,,2024-06-10,2:53:00 PM,0,0.50,,ug/L,0.785,,,King,King 1,,,SLAP
ANA_tox,RA61 ,,,61,195,,2024-06-10,3:57:00 PM,0,0.50,,ug/L,0.244,,,Limpp,Limpp 1,,,SLAP
ANA_tox,RA61 ,,,61,195,,2024-06-10,3:57:00 PM,0,0.50,,ug/L,0.268,,,Limpp,Limpp 1,,,SLAP
ANA_tox,RA62 ,,,62,224,,2024-06-10,5:02:00 PM,0,0.50,,ug/L,0.418,,,Happy_Holler,Happy Holler 1,,,SLAP
ANA_tox,RA62 ,,,62,224,,2024-06-10,5:02:00 PM,0,0.50,,ug/L,0.446,,,Happy_Holler,Happy Holler 1,,,SLAP
ANA_tox,RA63 ,,,63,180,,2024-06-10,6:52:00 PM,0,0.50,,ug/L,0.440,,,Bilby_Ranch,Bilby Ranch 1,,,SLAP
ANA_tox,RA63 ,,,63,180,,2024-06-10,6:52:00 PM,0,0.50,,ug/L,0.348,,,Bilby_Ranch,Bilby Ranch 1,,,SLAP
ANA_tox,RA64 ,,,64,179,,2024-06-11,7:55:00 AM,0,0.50,,ug/L,0.329,,,Nodaway_County,Nodaway County 1,,,SLAP
ANA_tox,RA64 ,,,64,179,,2024-06-11,7:55:00 AM,0,0.50,,ug/L,0.325,,,Nodaway_County,Nodaway County 1,,,SLAP
ANA_tox,RA65 ,,,65,181,,2024-06-11,9:03:00 AM,0,0.50,,ug/L,0.515,,,Mozingo,Mozingo 1,,,SLAP
ANA_tox,RA65 ,,,65,181,,2024-06-11,9:03:00 AM,0,0.50,,ug/L,0.534,,,Mozingo,Mozingo 1,,,SLAP
ANA_tox,RA66 ,,,66,185,,2024-06-11,11:05:00 AM,0,0.50,,ug/L,0.317,,,Harrison_County,Harrison County 1,,,SLAP
ANA_tox,RA66 ,,,66,185,,2024-06-11,11:05:00 AM,0,0.50,,ug/L,0.376,,,Harrison_County,Harrison County 1,,,SLAP
ANA_tox,RA67 ,,,67,164,,2024-06-11,1:26:00 PM,0,0.50,,ug/L,0.347,,,Elmwood,Elmwood 1,,,SLAP
ANA_tox,RA67 ,,,67,164,,2024-06-11,1:26:00 PM,0,0.50,,ug/L,0.391,,,Elmwood,Elmwood 1,,,SLAP
ANA_tox,RA68 ,,,68,237,,2024-06-11,2:18:00 PM,0,0.50,,ug/L,0.348,,,Milan_North,Milan (North) 1,,,SLAP
ANA_tox,RA68 ,,,68,237,,2024-06-11,2:18:00 PM,0,0.50,,ug/L,0.373,,,Milan_North,Milan (North) 1,,,SLAP
ANA_tox,RA69 ,,,69,133,,2024-06-12,7:19:00 AM,0,0.50,,ug/L,0.397,,,Forest,Forest 1,,,SLAP
ANA_tox,RA69 ,,,69,133,,2024-06-12,7:19:00 AM,0,0.50,,ug/L,0.359,,,Forest,Forest 1,,,SLAP
ANA_tox,RA70 ,,,70,053,,2024-06-12,9:19:00 AM,0,0.50,,ug/L,0.438,,,Memphis_City,Memphis City 1,,,SLAP
ANA_tox,RA70 ,,,70,053,,2024-06-12,9:19:00 AM,0,0.50,,ug/L,0.421,,,Memphis_City,Memphis City 1,,,SLAP
ANA_tox,RA71 ,,,71,182,,2024-06-12,10:42:00 AM,0,0.50,,ug/L,0.360,,,Fox_Valley,Fox Valley 1,,,SLAP
ANA_tox,RA71 ,,,71,182,,2024-06-12,10:42:00 AM,0,0.50,,ug/L,0.350,,,Fox_Valley,Fox Valley 1,,,SLAP
ANA_tox,RA72 ,,,72,057,,2024-06-12,12:49:00 PM,0,0.50,,ug/L,0.360,,,Deer_Ridge,Deer Ridge 1,,,SLAP
ANA_tox,RA72 ,,,72,057,,2024-06-12,12:49:00 PM,0,0.50,,ug/L,0.383,,,Deer_Ridge,Deer Ridge 1,,,SLAP
ANA_tox,RA73 ,,,73,114,,2024-06-12,2:19:00 PM,0,0.50,,ug/L,0.334,,,Henry_Sever,Henry Sever 1,,,SLAP
ANA_tox,RA73 ,,,73,114,,2024-06-12,2:19:00 PM,0,0.50,,ug/L,0.270,,,Henry_Sever,Henry Sever 1,,,SLAP
ANA_tox,RA74 ,,,74,440,,2024-06-11,2:27:00 PM,0,0.50,,ug/L,0.277,,,Crow_Pond,Crow Pond 1,,,SLAP
ANA_tox,RA74 ,,,74,440,,2024-06-11,2:27:00 PM,0,0.50,,ug/L,0.273,,,Crow_Pond,Crow Pond 1,,,SLAP
ANA_tox,RA75 ,,,75,219,,2024-06-12,10:21:00 AM,0,0.50,,ug/L,0.263,,,Dairy_1,Dairy 1 1,,,SLAP
ANA_tox,RA75 ,,,75,219,,2024-06-12,10:21:00 AM,0,0.50,,ug/L,0.281,,,Dairy_1,Dairy 1 1,,,SLAP
ANA_tox,RA76 ,,,76,139,,2024-06-14,11:52:00 AM,0,0.50,,ug/L,0.287,,,Marceline_North,Marceline (North) 1,,,SLAP
ANA_tox,RA76 ,,,76,139,,2024-06-14,11:52:00 AM,0,0.50,,ug/L,0.347,,,Marceline_North,Marceline (North) 1,,,SLAP
ANA_tox,RA77 ,,,77,046,,2024-06-13,11:22:00 PM,0,0.50,,ug/L,0.312,,,Thomas_Hill,Thomas Hill 1,,,SLAP
ANA_tox,RA77 ,,,77,046,,2024-06-13,11:22:00 PM,0,0.50,,ug/L,0.221,,,Thomas_Hill,Thomas Hill 1,,,SLAP
ANA_tox,RA78 ,,,78,184,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.227,,,Manito,Manito 1,,,SLAP
ANA_tox,RA78 ,,,78,184,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.255,,,Manito,Manito 1,,,SLAP
ANA_tox,RA79 ,,,79,438,,2024-06-14,10:40:00 AM,0,0.50,,ug/L,0.306,,,Bethel,Bethel 1,,,SLAP
ANA_tox,RA79 ,,,79,438,,2024-06-14,10:40:00 AM,0,0.50,,ug/L,0.344,,,Bethel,Bethel 1,,,SLAP
ANA_tox,RA80 ,,,80,184-FD,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.312,,,Manito,Manito 1,,,SLAP
ANA_tox,RA80 ,,,80,184-FD,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.314,,,Manito,Manito 1,,,SLAP
ANA_tox,RA81 ,,,81,096,,2024-06-18,3:04:00 PM,0,0.50,,ug/L,0.294,,,Fellows,Fellows 1,,,SLAP
ANA_tox,RA81 ,,,81,096,,2024-06-18,3:04:00 PM,0,0.50,,ug/L,0.337,,,Fellows,Fellows 1,,,SLAP
ANA_tox,RA82 ,,,82,091,,2024-06-18,5:33:00 PM,0,0.50,,ug/L,0.329,,,Atkinson,Atkinson 1,,,SLAP
ANA_tox,RA82 ,,,82,091,,2024-06-18,5:33:00 PM,0,0.50,,ug/L,0.323,,,Atkinson,Atkinson 1,,,SLAP
ANA_tox,RA83 ,,,83,070,,2024-06-19,7:37:00 AM,0,0.50,,ug/L,0.268,,,North,North 1,,,SLAP
ANA_tox,RA83 ,,,83,070,,2024-06-19,7:37:00 AM,0,0.50,,ug/L,0.322,,,North,North 1,,,SLAP
ANA_tox,RA84 ,,,84,169,,2024-06-19,8:54:00 AM,0,0.50,,ug/L,0.507,,,Gopher,Gopher 1,,,SLAP
ANA_tox,RA84 ,,,84,169,,2024-06-19,8:54:00 AM,0,0.50,,ug/L,0.496,,,Gopher,Gopher 1,,,SLAP
ANA_tox,RA85 ,,,85,183,,2024-06-19,10:40:00 AM,0,0.50,,ug/L,0.358,,,Hazel_Hill,Hazel Hill 1,,,SLAP
ANA_tox,RA85 ,,,85,183,,2024-06-19,10:40:00 AM,0,0.50,,ug/L,0.356,,,Hazel_Hill,Hazel Hill 1,,,SLAP
ANA_tox,RA86 ,,,86,150,,2024-06-19,12:23:00 PM,0,0.50,,ug/L,0.314,,,Blind_Pony,Blind Pony 1,,,SLAP
ANA_tox,RA86 ,,,86,150,,2024-06-19,12:23:00 PM,0,0.50,,ug/L,0.312,,,Blind_Pony,Blind Pony 1,,,SLAP
ANA_tox,RA87 ,,,87,121,,2024-06-19,1:46:00 PM,0,0.50,,ug/L,0.332,,,Higginsville,Higginsville 1,,,SLAP
ANA_tox,RA87 ,,,87,121,,2024-06-19,1:46:00 PM,0,0.50,,ug/L,0.430,,,Higginsville,Higginsville 1,,,SLAP
ANA_tox,RA88 ,,,88,074,,2024-06-20,8:02:00 AM,0,0.50,,ug/L,0.702,,,Watkins_Mill,Watkins Mill 1,,,SLAP
ANA_tox,RA88 ,,,88,074,,2024-06-20,8:02:00 AM,0,0.50,,ug/L,0.634,,,Watkins_Mill,Watkins Mill 1,,,SLAP
