parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc
CHL_A_COR,CHL82-24 ,,,82-24,185,EPI,2024-05-21,10:45:00 AM,0,0.52,,ug/L,7.93,,,Harrison_County,Harrison County 1,
CHL_A_COR,CHL75-24 ,,,75-24,164,EPI,2024-05-21,1:17:00 PM,0,0.00,,ug/L,17.11,,,Elmwood,Elmwood 1,
CHL_A_COR,CHL76-24 ,,,76-24,164,EPI,2024-05-21,1:17:00 PM,0,0.00,,ug/L,16.91,,,Elmwood,Elmwood 1,
CHL_A_COR,CHL65-24 ,,,65-24,237,EPI,2024-05-21,2:04:00 PM,0,0.37,,ug/L,9.76,,,Milan_North,Milan (North) 1,
CHL_A_COR,CHL66-24 ,,,66-24,237,EPI,2024-05-21,2:04:00 PM,0,0.37,,ug/L,9.79,,,Milan_North,Milan (North) 1,
CHL_A_COR,CHL87-24 ,,,87-24,133,EPI,2024-05-22,7:36:00 AM,0,1.55,,ug/L,3.80,,,Forest,Forest 1,
CHL_A_COR,CHL89-24 ,,,89-24,133,EPI,2024-05-22,7:36:00 AM,0,1.55,,ug/L,4.01,,,Forest,Forest 1,
CHL_A_COR,CHL21-24 ,,,21-24,053,EPI,2024-05-22,9:45:00 AM,0,1.33,,ug/L,21.21,,,Memphis_City,Memphis City 1,
CHL_A_COR,CHL22-24 ,,,22-24,053,EPI,2024-05-22,9:45:00 AM,0,1.33,,ug/L,21.81,,,Memphis_City,Memphis City 1,
CHL_A_COR,CHL27-24 ,,,27-24,182,EPI,2024-05-22,11:15:00 AM,0,1.25,,ug/L,4.74,,,Fox_Valley,Fox Valley 1,
CHL_A_COR,CHL28-24 ,,,28-24,182,EPI,2024-05-22,11:15:00 AM,0,1.25,,ug/L,4.96,,,Fox_Valley,Fox Valley 1,
CHL_A_COR,CHL93-24 ,,,93-24,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,13.26,,,Deer_Ridge,Deer Ridge 1,
CHL_A_COR,CHL94-24 ,,,94-24,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,14.41,,,Deer_Ridge,Deer Ridge 1,
CHL_A_COR,CHL99-24 ,,,99-24,114,EPI,2024-05-22,2:52:00 PM,0,2.25,,ug/L,16.81,,,Henry_Sever,Henry Sever 1,
CHL_A_COR,CHL100-24 ,,,100-24,114,EPI,2024-05-22,2:52:00 PM,0,2.25,,ug/L,14.82,,,Henry_Sever,Henry Sever 1,
CHL_A_COR,CHL105-24 ,,,105-24,048,EPI,2024-05-22,4:55:00 PM,0,0.00,,ug/L,18.22,,,Long_Branch,Long Branch 1,
CHL_A_COR,CHL106-24 ,,,106-24,048,EPI,2024-05-22,4:55:00 PM,0,0.00,,ug/L,17.26,,,Long_Branch,Long Branch 1,
CHL_A_COR,CHL111-24 ,,,111-24,134,EPI,2024-05-23,11:30:00 AM,0,0.51,,ug/L,15.06,,,Jamesport_City,Jamesport City 1,
CHL_A_COR,CHL112-24 ,,,112-24,134,EPI,2024-05-23,11:30:00 AM,0,0.51,,ug/L,15.67,,,Jamesport_City,Jamesport City 1,
CHL_A_COR,CHL117-24 ,,,117-24,098,EPI,2024-05-23,1:51:00 PM,0,4.80,,ug/L,4.28,,,Table_Rock,Table Rock 1,
CHL_A_COR,CHL118-24 ,,,118-24,098,EPI,2024-05-23,1:51:00 PM,0,4.80,,ug/L,4.29,,,Table_Rock,Table Rock 1,
CHL_A_COR,CHL142-24 ,,,142-24,184,EPI,2024-05-28,10:15:00 AM,0,1.12,,ug/L,23.86,,,Manito,Manito 1,
CHL_A_COR,CHL143-24 ,,,143-24,184,EPI,2024-05-28,10:15:00 AM,0,1.12,,ug/L,24.05,,,Manito,Manito 1,
CHL_A_COR,CHL136-24 ,,,136-24,092,EPI,2024-05-28,12:47:00 PM,0,4.04,,ug/L,17.71,,,Pomme_De_Terre,Pomme de Terre 1,
CHL_A_COR,CHL137-24 ,,,137-24,092,EPI,2024-05-28,12:47:00 PM,0,4.04,,ug/L,17.24,,,Pomme_De_Terre,Pomme de Terre 1,
CHL_A_COR,CHL124-24 ,,,124-24,096,EPI,2024-05-28,3:12:00 PM,0,2.53,,ug/L,5.39,,,Fellows,Fellows 1,
CHL_A_COR,CHL125-24 ,,,125-24,096,EPI,2024-05-28,3:12:00 PM,0,2.53,,ug/L,5.52,,,Fellows,Fellows 1,
CHL_A_COR,CHL130-24 ,,,130-24,096-FD,EPI,2024-05-28,3:12:00 PM,0,2.53,,ug/L,5.50,,,Fellows,Fellows 1,
CHL_A_COR,CHL131-24 ,,,131-24,096-FD,EPI,2024-05-28,3:12:00 PM,0,2.53,,ug/L,5.70,,,Fellows,Fellows 1,
CHL_A_COR,CHL146-24 ,,,146-24,091,EPI,2024-05-28,6:07:00 PM,0,0.00,,ug/L,66.24,,,Atkinson,Atkinson 1,
CHL_A_COR,CHL147-24 ,,,147-24,091,EPI,2024-05-28,6:07:00 PM,0,0.00,,ug/L,63.75,,,Atkinson,Atkinson 1,
CHL_A_COR,CHL174-24 ,,,174-24,070,EPI,2024-05-29,7:50:00 AM,0,1.03,,ug/L,28.55,,,North,North 1,
CHL_A_COR,CHL175-24 ,,,175-24,070,EPI,2024-05-29,7:50:00 AM,0,1.03,,ug/L,29.00,,,North,North 1,
CHL_A_COR,CHL152-24 ,,,152-24,120,EPI,2024-05-29,9:15:00 AM,0,1.25,,ug/L,12.66,,,Winnebago,Winnebago 1,
CHL_A_COR,CHL153-24 ,,,153-24,120,EPI,2024-05-29,9:15:00 AM,0,1.25,,ug/L,13.23,,,Winnebago,Winnebago 1,
CHL_A_COR,CHL179-24 ,,,179-24,169,EPI,2024-05-29,10:34:00 AM,0,0.00,,ug/L,25.65,,,Gopher,Gopher 1,
CHL_A_COR,CHL180-24 ,,,180-24,169,EPI,2024-05-29,10:34:00 AM,0,0.00,,ug/L,26.42,,,Gopher,Gopher 1,
CHL_A_COR,CHL162-24 ,,,162-24,183,EPI,2024-05-29,11:57:00 AM,0,0.00,,ug/L,34.28,,,Hazel_Hill,Hazel Hill 1,
CHL_A_COR,CHL163-24 ,,,163-24,183,EPI,2024-05-29,11:57:00 AM,0,0.00,,ug/L,35.25,,,Hazel_Hill,Hazel Hill 1,
CHL_A_COR,CHL158-24 ,,,158-24,150,EPI,2024-05-29,1:44:00 PM,0,1.75,,ug/L,32.11,,,Blind_Pony,Blind Pony 1,
CHL_A_COR,CHL159-24 ,,,159-24,150,EPI,2024-05-29,1:44:00 PM,0,1.75,,ug/L,31.54,,,Blind_Pony,Blind Pony 1,
CHL_A_COR,CHL168-24 ,,,168-24,121,EPI,2024-05-29,3:17:00 PM,0,2.25,,ug/L,11.64,,,Higginsville,Higginsville 1,
CHL_A_COR,CHL169-24 ,,,169-24,121,EPI,2024-05-29,3:17:00 PM,0,2.25,,ug/L,11.87,,,Higginsville,Higginsville 1,
CHL_A_COR,CHL191-24 ,,,191-24,074,EPI,2024-05-30,8:00:00 AM,0,1.45,,ug/L,8.13,,,Watkins_Mill,Watkins Mill 1,
CHL_A_COR,CHL192-24 ,,,192-24,074,EPI,2024-05-30,8:00:00 AM,0,1.45,,ug/L,8.20,,,Watkins_Mill,Watkins Mill 1,
CHL_A_COR,CHL198-24 ,,,198-24,081,EPI,2024-05-30,9:53:00 AM,0,3.01,,ug/L,17.70,,,Pony_Express,Pony Express 1,
CHL_A_COR,CHL199-24 ,,,199-24,081,EPI,2024-05-30,9:53:00 AM,0,3.01,,ug/L,17.37,,,Pony_Express,Pony Express 1,
CHL_A_COR,CHL186-24 ,,,186-24,317,EPI,2024-05-30,10:47:00 AM,0,0.38,,ug/L,5.39,,,Buffalo_Bill,Buffalo Bill 1,
CHL_A_COR,CHL187-24 ,,,187-24,317,EPI,2024-05-30,10:47:00 AM,0,0.38,,ug/L,5.17,,,Buffalo_Bill,Buffalo Bill 1,
CHL_A_COR,CHL210-24 ,,,210-24,192,EPI,2024-05-30,12:45:00 PM,0,0.82,,ug/L,8.24,,,Jo_Shelby,Jo Shelby 1,
CHL_A_COR,CHL211-24 ,,,211-24,192,EPI,2024-05-30,12:45:00 PM,0,0.82,,ug/L,8.30,,,Jo_Shelby,Jo Shelby 1,
CHL_A_COR,CHL204-24 ,,,204-24,087,EPI,2024-05-30,1:57:00 PM,0,2.00,,ug/L,5.14,,,Brookfield,Brookfield 1,
CHL_A_COR,CHL205-24 ,,,205-24,087,EPI,2024-05-30,1:57:00 PM,0,2.00,,ug/L,5.23,,,Brookfield,Brookfield 1,
CHL_A_COR,CHL234-24 ,,,234-24,049,EPI,2024-06-05,10:10:00 AM,0,2.56,,ug/L,10.76,,,Macon,Macon 1,
CHL_A_COR,CHL235-24 ,,,235-24,049,EPI,2024-06-05,10:10:00 AM,0,2.56,,ug/L,10.92,,,Macon,Macon 1,
CHL_A_COR,CHL216-24 ,,,216-24,115,EPI,2024-06-05,11:54:00 AM,0,1.62,,ug/L,9.10,,,Hunnewell,Hunnewell 1,
CHL_A_COR,CHL217-24 ,,,217-24,115,EPI,2024-06-05,11:54:00 AM,0,1.62,,ug/L,9.05,,,Hunnewell,Hunnewell 1,
CHL_A_COR,CHL242-24 ,,,242-24,272,EPI,2024-06-05,1:39:00 PM,0,0.00,,ug/L,62.59,,,Perry,Perry 1,
CHL_A_COR,CHL243-24 ,,,243-24,272,EPI,2024-06-05,1:39:00 PM,0,0.00,,ug/L,71.08,,,Perry,Perry 1,
CHL_A_COR,CHL228-24 ,,,228-24,003,EPI,2024-06-05,3:18:00 PM,0,0.51,,ug/L,4.19,,,Bowling_Green_East,Bowling Green (East) 1,
CHL_A_COR,CHL229-24 ,,,229-24,003,EPI,2024-06-05,3:18:00 PM,0,0.51,,ug/L,4.50,,,Bowling_Green_East,Bowling Green (East) 1,
CHL_A_COR,CHL222-24 ,,,222-24,005,EPI,2024-06-05,4:52:00 PM,0,0.75,,ug/L,2.15,,,Lincoln,Lincoln 1,
CHL_A_COR,CHL223-24 ,,,223-24,005,EPI,2024-06-05,4:52:00 PM,0,0.75,,ug/L,2.45,,,Lincoln,Lincoln 1,
CHL_A_COR,CHL238-24 ,,,238-24,197,EPI,2024-06-05,6:21:00 PM,0,0.00,,ug/L,17.81,,,Prairie,Prairie 1,
CHL_A_COR,CHL239-24 ,,,239-24,197,EPI,2024-06-05,6:21:00 PM,0,0.00,,ug/L,17.95,,,Prairie,Prairie 1,
CHL_A_COR,CHL247-24 ,,,247-24,401,EPI,2024-06-05,12:00:00 AM,0,0.00,,ug/L,0.02,,,Field_Blank,Field Blank,
CHL_A_COR,CHL248-24 ,,,248-24,401,EPI,2024-06-05,12:00:00 AM,0,0.00,,ug/L,0.02,,,Field_Blank,Field Blank,
CHL_A_COR,CHL277-24 ,,,277-24,454,EPI,2024-06-06,7:35:00 AM,0,0.71,,ug/L,13.35,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
CHL_A_COR,CHL278-24 ,,,278-24,454,EPI,2024-06-06,7:35:00 AM,0,0.71,,ug/L,14.13,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,
CHL_A_COR,CHL271-24 ,,,271-24,014,EPI,2024-06-06,8:51:00 AM,0,1.67,,ug/L,5.58,,,Tishomingo,Tishomingo 1,
CHL_A_COR,CHL272-24 ,,,272-24,014,EPI,2024-06-06,8:51:00 AM,0,1.67,,ug/L,5.52,,,Tishomingo,Tishomingo 1,
CHL_A_COR,CHL259-24 ,,,259-24,021,EPI,2024-06-06,10:57:00 AM,0,2.00,,ug/L,2.55,,,Goose_Creek,Goose Creek 1,
CHL_A_COR,CHL260-24 ,,,260-24,021,EPI,2024-06-06,10:57:00 AM,0,2.00,,ug/L,2.23,,,Goose_Creek,Goose Creek 1,
CHL_A_COR,CHL310-24 ,,,310-24,411,EPI,2024-06-06,11:22:00 AM,0,0.75,,ug/L,9.01,,,Cedar,Cedar 1,
CHL_A_COR,CHL311-24 ,,,311-24,411,EPI,2024-06-06,11:22:00 AM,0,0.75,,ug/L,8.58,,,Cedar,Cedar 1,
CHL_A_COR,CHL253-24 ,,,253-24,018,EPI,2024-06-06,1:33:00 PM,0,2.51,,ug/L,1.02,,,Capri,Capri 1,
CHL_A_COR,CHL254-24 ,,,254-24,018,EPI,2024-06-06,1:33:00 PM,0,2.51,,ug/L,1.16,,,Capri,Capri 1,
CHL_A_COR,CHL265-24 ,,,265-24,112,EPI,2024-06-06,2:41:00 PM,0,2.66,,ug/L,1.08,,,Shayne,Shayne 1,
CHL_A_COR,CHL266-24 ,,,266-24,112,EPI,2024-06-06,2:41:00 PM,0,2.66,,ug/L,1.14,,,Shayne,Shayne 1,
CHL_A_COR,CHL283-24 ,,,283-24,186,EPI,2024-06-06,4:30:00 PM,0,2.25,,ug/L,55.82,,,Carl_DiSalvo,Carl DiSalvo 1,
CHL_A_COR,CHL284-24 ,,,284-24,186,EPI,2024-06-06,4:30:00 PM,0,2.25,,ug/L,58.79,,,Carl_DiSalvo,Carl DiSalvo 1,
CHL_A_COR,CHL302-24 ,,,302-24,030,EPI,2024-06-07,8:44:00 AM,0,5.75,,ug/L,8.16,,,Wappapello,Wappapello 1,
CHL_A_COR,CHL303-24 ,,,303-24,030,EPI,2024-06-07,8:44:00 AM,0,5.75,,ug/L,8.53,,,Wappapello,Wappapello 1,
CHL_A_COR,CHL322-24 ,,,322-24,274,EPI,2024-06-07,10:55:00 AM,0,4.00,,ug/L,1.36,,,Alpine,Alpine 1,
CHL_A_COR,CHL323-24 ,,,323-24,274,EPI,2024-06-07,10:55:00 AM,0,4.00,,ug/L,1.42,,,Alpine,Alpine 1,
CHL_A_COR,CHL289-24 ,,,289-24,036,EPI,2024-06-07,11:35:00 AM,0,2.00,,ug/L,4.78,,,Clearwater,Clearwater 1,
CHL_A_COR,CHL290-24 ,,,290-24,036,EPI,2024-06-07,11:35:00 AM,0,2.00,,ug/L,4.99,,,Clearwater,Clearwater 1,
CHL_A_COR,CHL316-24 ,,,316-24,117,EPI,2024-06-07,2:12:00 PM,0,4.30,,ug/L,12.57,,,Little_Dixie,Little Dixie 1,
CHL_A_COR,CHL317-24 ,,,317-24,117,EPI,2024-06-07,2:12:00 PM,0,4.30,,ug/L,13.58,,,Little_Dixie,Little Dixie 1,
CHL_A_COR,CHL295-24 ,,,295-24,039,EPI,2024-06-07,3:22:00 PM,0,5.00,,ug/L,0.86,,,Council_Bluff,Council Bluff 1,
CHL_A_COR,CHL296-24 ,,,296-24,039,EPI,2024-06-07,3:22:00 PM,0,5.00,,ug/L,0.87,,,Council_Bluff,Council Bluff 1,
CHL_A_COR,CHL329-34 ,,,329-34,110,EPI,2024-06-07,6:34:00 PM,0,1.50,,ug/L,2.33,,,Little_Prairie,Little Prairie 1,
CHL_A_COR,CHL330-24 ,,,330-24,110,EPI,2024-06-07,6:34:00 PM,0,1.50,,ug/L,2.39,,,Little_Prairie,Little Prairie 1,
CHL_A_COR,CHL353-24 ,,,353-24,134,EPI,2024-06-10,12:37:00 PM,0,0.00,,ug/L,143.43,,,Jamesport_City,Jamesport City 1,
CHL_A_COR,CHL354-24 ,,,354-24,134,EPI,2024-06-10,12:37:00 PM,0,0.00,,ug/L,149.05,,,Jamesport_City,Jamesport City 1,
CHL_A_COR,CHL359-24 ,,,359-24,228,EPI,2024-06-10,1:17:00 PM,0,0.57,,ug/L,86.88,,,Jamesport_Community,Jamesport Community 1,
CHL_A_COR,CHL360-24 ,,,360-24,228,EPI,2024-06-10,1:17:00 PM,0,0.57,,ug/L,86.32,,,Jamesport_Community,Jamesport Community 1,
CHL_A_COR,CHL365-24 ,,,365-24,163,EPI,2024-06-10,2:53:00 PM,0,1.25,,ug/L,87.88,,,King,King 1,
CHL_A_COR,CHL366-24 ,,,366-24,163,EPI,2024-06-10,2:53:00 PM,0,1.25,,ug/L,87.83,,,King,King 1,
CHL_A_COR,CHL349-24 ,,,349-24,195,EPI,2024-06-10,3:57:00 PM,0,0.00,,ug/L,18.47,,,Limpp,Limpp 1,
CHL_A_COR,CHL350-24 ,,,350-24,195,EPI,2024-06-10,3:57:00 PM,0,0.00,,ug/L,18.42,,,Limpp,Limpp 1,
CHL_A_COR,CHL339-24 ,,,339-24,224,EPI,2024-06-10,5:02:00 PM,0,0.00,,ug/L,15.19,,,Happy_Holler,Happy Holler 1,
CHL_A_COR,CHL340-24 ,,,340-24,224,EPI,2024-06-10,5:02:00 PM,0,0.00,,ug/L,15.32,,,Happy_Holler,Happy Holler 1,
CHL_A_COR,CHL345-24 ,,,345-24,180,EPI,2024-06-10,6:52:00 PM,0,0.75,,ug/L,11.71,,,Bilby_Ranch,Bilby Ranch 1,
CHL_A_COR,CHL346-24 ,,,346-24,180,EPI,2024-06-10,6:52:00 PM,0,0.75,,ug/L,12.78,,,Bilby_Ranch,Bilby Ranch 1,
CHL_A_COR,CHL383-24 ,,,383-24,179,EPI,2024-06-11,7:55:00 AM,0,0.76,,ug/L,28.25,,,Nodaway_County,Nodaway County 1,
CHL_A_COR,CHL384-24 ,,,384-24,179,EPI,2024-06-11,7:55:00 AM,0,0.76,,ug/L,27.47,,,Nodaway_County,Nodaway County 1,
CHL_A_COR,CHL371-24 ,,,371-24,181,EPI,2024-06-11,9:03:00 AM,0,1.05,,ug/L,21.97,,,Mozingo,Mozingo 1,
CHL_A_COR,CHL372-24 ,,,372-24,181,EPI,2024-06-11,9:03:00 AM,0,1.05,,ug/L,21.52,,,Mozingo,Mozingo 1,
CHL_A_COR,CHL389-24 ,,,389-24,185,EPI,2024-06-11,11:05:00 AM,0,0.51,,ug/L,18.35,,,Harrison_County,Harrison County 1,
CHL_A_COR,CHL390-24 ,,,390-24,185,EPI,2024-06-11,11:05:00 AM,0,0.51,,ug/L,18.24,,,Harrison_County,Harrison County 1,
CHL_A_COR,CHL377-24 ,,,377-24,164,EPI,2024-06-11,1:26:00 PM,0,0.50,,ug/L,11.82,,,Elmwood,Elmwood 1,
CHL_A_COR,CHL378-24 ,,,378-24,164,EPI,2024-06-11,1:26:00 PM,0,0.50,,ug/L,12.50,,,Elmwood,Elmwood 1,
CHL_A_COR,CHL393-24 ,,,393-24,237,EPI,2024-06-11,2:18:00 PM,0,0.00,,ug/L,20.20,,,Milan_North,Milan (North) 1,
CHL_A_COR,CHL394-24 ,,,394-24,237,EPI,2024-06-11,2:18:00 PM,0,0.00,,ug/L,18.52,,,Milan_North,Milan (North) 1,
CHL_A_COR,CHL333-24 ,,,333-24,440,EPI,2024-06-11,2:27:00 PM,0,0.00,,ug/L,18.20,,,Crow_Pond,Crow Pond 1,
CHL_A_COR,CHL334-24 ,,,334-24,440,EPI,2024-06-11,2:27:00 PM,0,0.00,,ug/L,18.24,,,Crow_Pond,Crow Pond 1,
CHL_A_COR,CHL423-24 ,,,423-24,133,EPI,2024-06-12,7:19:00 AM,0,2.52,,ug/L,3.35,,,Forest,Forest 1,
CHL_A_COR,CHL424-24 ,,,424-24,133,EPI,2024-06-12,7:19:00 AM,0,2.52,,ug/L,3.50,,,Forest,Forest 1,
CHL_A_COR,CHL417-24 ,,,417-24,053,EPI,2024-06-12,9:19:00 AM,0,1.03,,ug/L,45.68,,,Memphis_City,Memphis City 1,
CHL_A_COR,CHL418-24 ,,,418-24,053,EPI,2024-06-12,9:19:00 AM,0,1.03,,ug/L,47.32,,,Memphis_City,Memphis City 1,
CHL_A_COR,CHL432-24 ,,,432-24,219,EPI,2024-06-12,10:21:00 AM,0,0.00,,ug/L,21.85,,,Dairy_1,Dairy 1 1,
CHL_A_COR,CHL433-24 ,,,433-24,219,EPI,2024-06-12,10:21:00 AM,0,0.00,,ug/L,21.30,,,Dairy_1,Dairy 1 1,
CHL_A_COR,CHL399-24 ,,,399-24,182,EPI,2024-06-12,10:42:00 AM,0,1.75,,ug/L,2.11,,,Fox_Valley,Fox Valley 1,
CHL_A_COR,CHL400-24 ,,,400-24,182,EPI,2024-06-12,10:42:00 AM,0,1.75,,ug/L,2.24,,,Fox_Valley,Fox Valley 1,
CHL_A_COR,CHL405-24 ,,,405-24,057,EPI,2024-06-12,12:49:00 PM,0,0.52,,ug/L,5.79,,,Deer_Ridge,Deer Ridge 1,
CHL_A_COR,CHL406-24 ,,,406-24,057,EPI,2024-06-12,12:49:00 PM,0,0.52,,ug/L,5.84,,,Deer_Ridge,Deer Ridge 1,
CHL_A_COR,CHL429-24 ,,,429-24,114,EPI,2024-06-12,2:19:00 PM,0,1.05,,ug/L,17.02,,,Henry_Sever,Henry Sever 1,
CHL_A_COR,CHL430-24 ,,,430-24,114,EPI,2024-06-12,2:19:00 PM,0,1.05,,ug/L,17.29,,,Henry_Sever,Henry Sever 1,
CHL_A_COR,CHL411-24 ,,,411-24,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,11.96,,,Long_Branch,Long Branch 1,
CHL_A_COR,CHL412-24 ,,,412-24,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,12.41,,,Long_Branch,Long Branch 1,
CHL_A_COR,CHL439-24 ,,,439-24,046,EPI,2024-06-13,11:22:00 PM,0,6.00,,ug/L,21.04,,,Thomas_Hill,Thomas Hill 1,
CHL_A_COR,CHL440-24 ,,,440-24,046,EPI,2024-06-13,11:22:00 PM,0,6.00,,ug/L,21.56,,,Thomas_Hill,Thomas Hill 1,
CHL_A_COR,CHL445-24 ,,,445-24,438,EPI,2024-06-14,10:40:00 AM,0,1.60,,ug/L,3.82,,,Bethel,Bethel 1,
CHL_A_COR,CHL446-24 ,,,446-24,438,EPI,2024-06-14,10:40:00 AM,0,1.60,,ug/L,3.83,,,Bethel,Bethel 1,
CHL_A_COR,CHL451-24 ,,,451-24,139,EPI,2024-06-14,11:52:00 AM,0,1.17,,ug/L,15.39,,,Marceline_North,Marceline (North) 1,
CHL_A_COR,CHL452-24 ,,,452-24,139,EPI,2024-06-14,11:52:00 AM,0,1.17,,ug/L,16.66,,,Marceline_North,Marceline (North) 1,
CHL_A_COR,CHL502-24 ,,,502-24,184,EPI,2024-06-18,10:22:00 AM,0,1.52,,ug/L,28.08,,,Manito,Manito 1,
CHL_A_COR,CHL503-24 ,,,503-24,184,EPI,2024-06-18,10:22:00 AM,0,1.52,,ug/L,29.14,,,Manito,Manito 1,
CHL_A_COR,CHL508-24 ,,,508-24,184-FD,EPI,2024-06-18,10:22:00 AM,0,1.52,,ug/L,27.01,,,Manito,Manito 1,
CHL_A_COR,CHL509-24 ,,,509-24,184-FD,EPI,2024-06-18,10:22:00 AM,0,1.52,,ug/L,29.93,,,Manito,Manito 1,
CHL_A_COR,CHL496-24 ,,,496-24,096,EPI,2024-06-18,3:04:00 PM,0,2.58,,ug/L,7.29,,,Fellows,Fellows 1,
CHL_A_COR,CHL497-24 ,,,497-24,096,EPI,2024-06-18,3:04:00 PM,0,2.58,,ug/L,6.82,,,Fellows,Fellows 1,
CHL_A_COR,CHL514-24 ,,,514-24,091,EPI,2024-06-18,5:33:00 PM,0,2.83,,ug/L,16.93,,,Atkinson,Atkinson 1,
CHL_A_COR,CHL515-24 ,,,515-24,091,EPI,2024-06-18,5:33:00 PM,0,2.83,,ug/L,15.24,,,Atkinson,Atkinson 1,
CHL_A_COR,CHL538-24 ,,,538-24,070,EPI,2024-06-19,7:37:00 AM,0,1.75,,ug/L,59.98,,,North,North 1,
CHL_A_COR,CHL539-24 ,,,539-24,070,EPI,2024-06-19,7:37:00 AM,0,1.75,,ug/L,59.35,,,North,North 1,
CHL_A_COR,CHL544-24 ,,,544-24,169,EPI,2024-06-19,8:54:00 AM,0,1.61,,ug/L,44.52,,,Gopher,Gopher 1,
CHL_A_COR,CHL545-24 ,,,545-24,169,EPI,2024-06-19,8:54:00 AM,0,1.61,,ug/L,41.92,,,Gopher,Gopher 1,
CHL_A_COR,CHL520-24 ,,,520-24,183,EPI,2024-06-19,10:40:00 AM,0,1.07,,ug/L,19.68,,,Hazel_Hill,Hazel Hill 1,
CHL_A_COR,CHL521-24 ,,,521-24,183,EPI,2024-06-19,10:40:00 AM,0,1.07,,ug/L,19.77,,,Hazel_Hill,Hazel Hill 1,
