parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc,,Project
SAX_tox,RA8 ,,,8,180,,2024-05-20,5:50:00 PM,0,0.50,,ug/L,0.0077,,,Bilby_Ranch,Bilby Ranch 1,Below detection limit,,SLAP
SAX_tox,RA8 ,,,8,180,,2024-05-20,5:50:00 PM,0,0.50,,ug/L,0.0055,,,Bilby_Ranch,Bilby Ranch 1,Below detection limit,,SLAP
SAX_tox,RA9 ,,,9,179,,2024-05-21,6:55:00 AM,0,0.50,,ug/L,0.0187,,,Nodaway_County,Nodaway County 1,,,SLAP
SAX_tox,RA9 ,,,9,179,,2024-05-21,6:55:00 AM,0,0.50,,ug/L,0.0231,,,Nodaway_County,Nodaway County 1,,,SLAP
SAX_tox,RA10 ,,,10,181,,2024-05-21,8:36:00 AM,0,0.50,,ug/L,0.0022,,,Mozingo,Mozingo 1,Below detection limit,,SLAP
SAX_tox,RA10 ,,,10,181,,2024-05-21,8:36:00 AM,0,0.50,,ug/L,0.0099,,,Mozingo,Mozingo 1,Below detection limit,,SLAP
SAX_tox,RA11 ,,,11,185,,2024-05-21,10:45:00 AM,0,0.50,,ug/L,0.0242,,,Harrison_County,Harrison County 1,,,SLAP
SAX_tox,RA11 ,,,11,185,,2024-05-21,10:45:00 AM,0,0.50,,ug/L,0.0088,,,Harrison_County,Harrison County 1,Below detection limit,,SLAP
SAX_tox,RA12 ,,,12,164,,2024-05-21,1:17:00 PM,0,0.50,,ug/L,0.0077,,,Elmwood,Elmwood 1,Below detection limit,,SLAP
SAX_tox,RA12 ,,,12,164,,2024-05-21,1:17:00 PM,0,0.50,,ug/L,0.0132,,,Elmwood,Elmwood 1,Below detection limit,,SLAP
SAX_tox,RA13 ,,,13,237,,2024-05-21,2:04:00 PM,0,0.50,,ug/L,0.0220,,,Milan_North,Milan (North) 1,,,SLAP
SAX_tox,RA13 ,,,13,237,,2024-05-21,2:04:00 PM,0,0.50,,ug/L,0.0242,,,Milan_North,Milan (North) 1,,,SLAP
SAX_tox,RA14 ,,,14,133,,2024-05-22,7:36:00 AM,0,0.50,,ug/L,0.0066,,,Forest,Forest 1,Below detection limit,,SLAP
SAX_tox,RA14 ,,,14,133,,2024-05-22,7:36:00 AM,0,0.50,,ug/L,0.0110,,,Forest,Forest 1,Below detection limit,,SLAP
SAX_tox,RA15 ,,,15,053,,2024-05-22,9:45:00 AM,0,0.50,,ug/L,0.0154,,,Memphis_City,Memphis City 1,Below detection limit,,SLAP
SAX_tox,RA15 ,,,15,053,,2024-05-22,9:45:00 AM,0,0.50,,ug/L,0.0176,,,Memphis_City,Memphis City 1,,,SLAP
SAX_tox,RA16 ,,,16,182,,2024-05-22,11:15:00 AM,0,0.50,,ug/L,0.0132,,,Fox_Valley,Fox Valley 1,Below detection limit,,SLAP
SAX_tox,RA16 ,,,16,182,,2024-05-22,11:15:00 AM,0,0.50,,ug/L,0.0198,,,Fox_Valley,Fox Valley 1,,,SLAP
SAX_tox,RA17 ,,,17,057,,2024-05-22,1:24:00 PM,0,0.50,,ug/L,0.0165,,,Deer_Ridge,Deer Ridge 1,,,SLAP
SAX_tox,RA17 ,,,17,057,,2024-05-22,1:24:00 PM,0,0.50,,ug/L,0.0176,,,Deer_Ridge,Deer Ridge 1,,,SLAP
SAX_tox,RA18 ,,,18,114,,2024-05-22,2:52:00 PM,0,0.50,,ug/L,0.0407,,,Henry_Sever,Henry Sever 1,,,SLAP
SAX_tox,RA18 ,,,18,114,,2024-05-22,2:52:00 PM,0,0.50,,ug/L,0.0506,,,Henry_Sever,Henry Sever 1,,,SLAP
SAX_tox,RA19 ,,,19,048,,2024-05-22,4:55:00 PM,0,0.50,,ug/L,0.0143,,,Long_Branch,Long Branch 1,Below detection limit,,SLAP
SAX_tox,RA19 ,,,19,048,,2024-05-22,4:55:00 PM,0,0.50,,ug/L,0.0099,,,Long_Branch,Long Branch 1,Below detection limit,,SLAP
SAX_tox,RA20 ,,,20,134,,2024-05-23,11:30:00 AM,0,0.50,,ug/L,0.0143,,,Jamesport_City,Jamesport City 1,Below detection limit,,SLAP
SAX_tox,RA20 ,,,20,134,,2024-05-23,11:30:00 AM,0,0.50,,ug/L,0.0143,,,Jamesport_City,Jamesport City 1,Below detection limit,,SLAP
SAX_tox,RA21 ,,,21,184,,2024-05-28,10:15:00 AM,0,0.50,,ug/L,0.1023,,,Manito,Manito 1,,,SLAP
SAX_tox,RA21 ,,,21,184,,2024-05-28,10:15:00 AM,0,0.50,,ug/L,0.1023,,,Manito,Manito 1,,,SLAP
SAX_tox,RA22 ,,,22,092,,2024-05-28,12:47:00 PM,0,0.50,,ug/L,0.0165,,,Pomme_De_Terre,Pomme de Terre 1,,,SLAP
SAX_tox,RA22 ,,,22,092,,2024-05-28,12:47:00 PM,0,0.50,,ug/L,0.0110,,,Pomme_De_Terre,Pomme de Terre 1,Below detection limit,,SLAP
SAX_tox,RA23 ,,,23,098,,2024-05-23,1:51:00 PM,0,0.50,,ug/L,0.0099,,,Table_Rock,Table Rock 1,Below detection limit,,SLAP
SAX_tox,RA23 ,,,23,098,,2024-05-23,1:51:00 PM,0,0.50,,ug/L,0.0055,,,Table_Rock,Table Rock 1,Below detection limit,,SLAP
SAX_tox,RA24 ,,,24,049,,2024-06-05,10:10:00 AM,0,0.50,,ug/L,0.0825,,,Macon,Macon 1,,,SLAP
SAX_tox,RA24 ,,,24,049,,2024-06-05,10:10:00 AM,0,0.50,,ug/L,0.0847,,,Macon,Macon 1,,,SLAP
SAX_tox,RA25 ,,,25,096,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.0198,,,Fellows,Fellows 1,,,SLAP
SAX_tox,RA25 ,,,25,096,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.0066,,,Fellows,Fellows 1,Below detection limit,,SLAP
SAX_tox,RA26 ,,,26,096-FD,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.0209,,,Fellows,Fellows 1,,,SLAP
SAX_tox,RA26 ,,,26,096-FD,,2024-05-28,3:12:00 PM,0,0.50,,ug/L,0.0209,,,Fellows,Fellows 1,,,SLAP
SAX_tox,RA27 ,,,27,091,,2024-05-28,6:07:00 PM,0,0.50,,ug/L,0.0099,,,Atkinson,Atkinson 1,Below detection limit,,SLAP
SAX_tox,RA27 ,,,27,091,,2024-05-28,6:07:00 PM,0,0.50,,ug/L,0.0187,,,Atkinson,Atkinson 1,,,SLAP
SAX_tox,RA28 ,,,28,070,,2024-05-29,7:50:00 AM,0,0.50,,ug/L,0.0484,,,North,North 1,,,SLAP
SAX_tox,RA28 ,,,28,070,,2024-05-29,7:50:00 AM,0,0.50,,ug/L,0.0506,,,North,North 1,,,SLAP
SAX_tox,RA29 ,,,29,120,,2024-05-29,9:15:00 AM,0,0.50,,ug/L,0.0550,,,Winnebago,Winnebago 1,,,SLAP
SAX_tox,RA29 ,,,29,120,,2024-05-29,9:15:00 AM,0,0.50,,ug/L,0.0506,,,Winnebago,Winnebago 1,,,SLAP
SAX_tox,RA30 ,,,30,169,,2024-05-29,10:34:00 AM,0,0.50,,ug/L,0.0264,,,Gopher,Gopher 1,,,SLAP
SAX_tox,RA30 ,,,30,169,,2024-05-29,10:34:00 AM,0,0.50,,ug/L,0.0176,,,Gopher,Gopher 1,,,SLAP
SAX_tox,RA31 ,,,31,183,,2024-05-29,11:57:00 AM,0,0.50,,ug/L,0.3949,,,Hazel_Hill,Hazel Hill 1,,,SLAP
SAX_tox,RA31 ,,,31,183,,2024-05-29,11:57:00 AM,0,0.50,,ug/L,0.3927,,,Hazel_Hill,Hazel Hill 1,,,SLAP
SAX_tox,RA32 ,,,32,150,,2024-05-29,1:44:00 PM,0,0.50,,ug/L,0.0110,,,Blind_Pony,Blind Pony 1,Below detection limit,,SLAP
SAX_tox,RA32 ,,,32,150,,2024-05-29,1:44:00 PM,0,0.50,,ug/L,0.0110,,,Blind_Pony,Blind Pony 1,Below detection limit,,SLAP
SAX_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.1452,,,Higginsville,Higginsville 1,,,SLAP
SAX_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.1386,,,Higginsville,Higginsville 1,,,SLAP
SAX_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.1375,,,Higginsville,Higginsville 1,,,SLAP
SAX_tox,RA33 ,,,33,121,,2024-05-29,3:17:00 PM,0,0.50,,ug/L,0.1397,,,Higginsville,Higginsville 1,,,SLAP
SAX_tox,RA34 ,,,34,074,,2024-05-30,8:00:00 AM,0,0.50,,ug/L,0.0121,,,Watkins_Mill,Watkins Mill 1,Below detection limit,,SLAP
SAX_tox,RA34 ,,,34,074,,2024-05-30,8:00:00 AM,0,0.50,,ug/L,0.0110,,,Watkins_Mill,Watkins Mill 1,Below detection limit,,SLAP
SAX_tox,RA35 ,,,35,081,,2024-05-30,9:53:00 AM,0,0.50,,ug/L,0.0561,,,Pony_Express,Pony Express 1,,,SLAP
SAX_tox,RA35 ,,,35,081,,2024-05-30,9:53:00 AM,0,0.50,,ug/L,0.0495,,,Pony_Express,Pony Express 1,,,SLAP
SAX_tox,RA36 ,,,36,317,,2024-05-30,10:47:00 AM,0,0.50,,ug/L,0.0132,,,Buffalo_Bill,Buffalo Bill 1,Below detection limit,,SLAP
SAX_tox,RA36 ,,,36,317,,2024-05-30,10:47:00 AM,0,0.50,,ug/L,0.0154,,,Buffalo_Bill,Buffalo Bill 1,Below detection limit,,SLAP
SAX_tox,RA37 ,,,37,192,,2024-05-30,12:45:00 PM,0,0.50,,ug/L,0.1628,,,Jo_Shelby,Jo Shelby 1,,,SLAP
SAX_tox,RA37 ,,,37,192,,2024-05-30,12:45:00 PM,0,0.50,,ug/L,0.1628,,,Jo_Shelby,Jo Shelby 1,,,SLAP
SAX_tox,RA38 ,,,38,087,,2024-05-30,1:57:00 PM,0,0.50,,ug/L,0.0121,,,Brookfield,Brookfield 1,Below detection limit,,SLAP
SAX_tox,RA38 ,,,38,087,,2024-05-30,1:57:00 PM,0,0.50,,ug/L,0.0143,,,Brookfield,Brookfield 1,Below detection limit,,SLAP
SAX_tox,RA39 ,,,39,115,,2024-06-05,11:54:00 AM,0,0.50,,ug/L,0.0726,,,Hunnewell,Hunnewell 1,,,SLAP
SAX_tox,RA39 ,,,39,115,,2024-06-05,11:54:00 AM,0,0.50,,ug/L,0.0704,,,Hunnewell,Hunnewell 1,,,SLAP
SAX_tox,RA40 ,,,40,272,,2024-06-05,1:39:00 PM,0,0.50,,ug/L,0.0077,,,Perry,Perry 1,Below detection limit,,SLAP
SAX_tox,RA40 ,,,40,272,,2024-06-05,1:39:00 PM,0,0.50,,ug/L,0.0055,,,Perry,Perry 1,Below detection limit,,SLAP
SAX_tox,RA41 ,,,41,003,,2024-06-05,3:18:00 PM,0,0.50,,ug/L,0.0099,,,Bowling_Green_East,Bowling Green (East) 1,Below detection limit,,SLAP
SAX_tox,RA41 ,,,41,003,,2024-06-05,3:18:00 PM,0,0.50,,ug/L,0.0033,,,Bowling_Green_East,Bowling Green (East) 1,Below detection limit,,SLAP
SAX_tox,RA42 ,,,42,005,,2024-06-05,4:52:00 PM,0,0.50,,ug/L,0.0275,,,Lincoln,Lincoln 1,,,SLAP
SAX_tox,RA42 ,,,42,005,,2024-06-05,4:52:00 PM,0,0.50,,ug/L,0.0165,,,Lincoln,Lincoln 1,,,SLAP
SAX_tox,RA43 ,,,43,197,,2024-06-05,6:21:00 PM,0,0.50,,ug/L,0.842,,,Prairie,Prairie 1,,,SLAP
SAX_tox,RA43 ,,,43,197,,2024-06-05,6:21:00 PM,0,0.50,,ug/L,0.875,,,Prairie,Prairie 1,,,SLAP
SAX_tox,RA43 ,,,43,197,,2024-06-05,6:21:00 PM,0,0.50,,ug/L,0.838,,,Prairie,Prairie 1,,,SLAP
SAX_tox,RA43 ,,,43,197,,2024-06-05,6:21:00 PM,0,0.50,,ug/L,0.795,,,Prairie,Prairie 1,,,SLAP
SAX_tox,RA44 ,,,44,454,,2024-06-06,7:35:00 AM,0,0.50,,ug/L,0.812,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,,,SLAP
SAX_tox,RA44 ,,,44,454,,2024-06-06,7:35:00 AM,0,0.50,,ug/L,0.825,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,,,SLAP
SAX_tox,RA44 ,,,44,454,,2024-06-06,7:35:00 AM,0,0.50,,ug/L,0.812,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,,,SLAP
SAX_tox,RA44 ,,,44,454,,2024-06-06,7:35:00 AM,0,0.50,,ug/L,0.818,,,Cedar_Hill_Lake_1,Cedar Hill (Lake 1) 1,,,SLAP
SAX_tox,RA45 ,,,45,014,,2024-06-06,8:51:00 AM,0,0.50,,ug/L,0.0220,,,Tishomingo,Tishomingo 1,,,SLAP
SAX_tox,RA45 ,,,45,014,,2024-06-06,8:51:00 AM,0,0.50,,ug/L,0.0209,,,Tishomingo,Tishomingo 1,,,SLAP
SAX_tox,RA46 ,,,46,021,,2024-06-06,10:57:00 AM,0,0.50,,ug/L,0.0209,,,Goose_Creek,Goose Creek 1,,,SLAP
SAX_tox,RA46 ,,,46,021,,2024-06-06,10:57:00 AM,0,0.50,,ug/L,0.0198,,,Goose_Creek,Goose Creek 1,,,SLAP
SAX_tox,RA47 ,,,47,018,,2024-06-06,1:33:00 PM,0,0.50,,ug/L,0.0132,,,Capri,Capri 1,Below detection limit,,SLAP
SAX_tox,RA47 ,,,47,018,,2024-06-06,1:33:00 PM,0,0.50,,ug/L,0.0077,,,Capri,Capri 1,Below detection limit,,SLAP
SAX_tox,RA48 ,,,48,112,,2024-06-06,2:41:00 PM,0,0.50,,ug/L,0.0077,,,Shayne,Shayne 1,Below detection limit,,SLAP
SAX_tox,RA48 ,,,48,112,,2024-06-06,2:41:00 PM,0,0.50,,ug/L,0.0099,,,Shayne,Shayne 1,Below detection limit,,SLAP
SAX_tox,RA49 ,,,49,186,,2024-06-06,4:30:00 PM,0,0.50,,ug/L,0.0220,,,Carl_DiSalvo,Carl DiSalvo 1,,,SLAP
SAX_tox,RA49 ,,,49,186,,2024-06-06,4:30:00 PM,0,0.50,,ug/L,0.0143,,,Carl_DiSalvo,Carl DiSalvo 1,Below detection limit,,SLAP
SAX_tox,RA50 ,,,50,030,,2024-06-07,8:44:00 AM,0,0.50,,ug/L,0.0088,,,Wappapello,Wappapello 1,Below detection limit,,SLAP
SAX_tox,RA50 ,,,50,030,,2024-06-07,8:44:00 AM,0,0.50,,ug/L,0.0110,,,Wappapello,Wappapello 1,Below detection limit,,SLAP
SAX_tox,RA51 ,,,51,048,,2024-06-12,4:10:00 PM,0,0.50,,ug/L,0.0110,,,Long_Branch,Long Branch 1,Below detection limit,,SLAP
SAX_tox,RA51 ,,,51,048,,2024-06-12,4:10:00 PM,0,0.50,,ug/L,0.0066,,,Long_Branch,Long Branch 1,Below detection limit,,SLAP
SAX_tox,RA52 ,,,52,036,,2024-06-07,11:35:00 AM,0,0.50,,ug/L,0.0044,,,Clearwater,Clearwater 1,Below detection limit,,SLAP
SAX_tox,RA52 ,,,52,036,,2024-06-07,11:35:00 AM,0,0.50,,ug/L,0.0011,,,Clearwater,Clearwater 1,Below detection limit,,SLAP
SAX_tox,RA53 ,,,53,039,,2024-06-07,3:22:00 PM,0,0.50,,ug/L,0.0066,,,Council_Bluff,Council Bluff 1,Below detection limit,,SLAP
SAX_tox,RA53 ,,,53,039,,2024-06-07,3:22:00 PM,0,0.50,,ug/L,0.0000,,,Council_Bluff,Council Bluff 1,Below detection limit,,SLAP
SAX_tox,RA54 ,,,54,110,,2024-06-07,6:34:00 PM,0,0.50,,ug/L,0.0110,,,Little_Prairie,Little Prairie 1,Below detection limit,,SLAP
SAX_tox,RA54 ,,,54,110,,2024-06-07,6:34:00 PM,0,0.50,,ug/L,0.0011,,,Little_Prairie,Little Prairie 1,Below detection limit,,SLAP
SAX_tox,RA55 ,,,55,134,,2024-06-10,12:37:00 PM,0,0.50,,ug/L,0.2046,,,Jamesport_City,Jamesport City 1,,,SLAP
SAX_tox,RA55 ,,,55,134,,2024-06-10,12:37:00 PM,0,0.50,,ug/L,0.1859,,,Jamesport_City,Jamesport City 1,,,SLAP
SAX_tox,RA56 ,,,56,411,,2024-06-06,11:22:00 AM,0,0.50,,ug/L,0.0066,,,Cedar,Cedar 1,Below detection limit,,SLAP
SAX_tox,RA56 ,,,56,411,,2024-06-06,11:22:00 AM,0,0.50,,ug/L,0.0033,,,Cedar,Cedar 1,Below detection limit,,SLAP
SAX_tox,RA57 ,,,57,274,,2024-06-07,10:55:00 AM,0,0.50,,ug/L,0.0110,,,Alpine,Alpine 1,Below detection limit,,SLAP
SAX_tox,RA57 ,,,57,274,,2024-06-07,10:55:00 AM,0,0.50,,ug/L,0.0121,,,Alpine,Alpine 1,Below detection limit,,SLAP
SAX_tox,RA58 ,,,58,117,,2024-06-07,2:12:00 PM,0,0.50,,ug/L,0.0143,,,Little_Dixie,Little Dixie 1,Below detection limit,,SLAP
SAX_tox,RA58 ,,,58,117,,2024-06-07,2:12:00 PM,0,0.50,,ug/L,0.0121,,,Little_Dixie,Little Dixie 1,Below detection limit,,SLAP
SAX_tox,RA59 ,,,59,228,,2024-06-10,1:17:00 PM,0,0.50,,ug/L,0.0473,,,Jamesport_Community,Jamesport Community 1,,,SLAP
SAX_tox,RA59 ,,,59,228,,2024-06-10,1:17:00 PM,0,0.50,,ug/L,0.0462,,,Jamesport_Community,Jamesport Community 1,,,SLAP
SAX_tox,RA60 ,,,60,163,,2024-06-10,2:53:00 PM,0,0.50,,ug/L,0.0099,,,King,King 1,Below detection limit,,SLAP
SAX_tox,RA60 ,,,60,163,,2024-06-10,2:53:00 PM,0,0.50,,ug/L,0.0000,,,King,King 1,Below detection limit,,SLAP
SAX_tox,RA61 ,,,61,195,,2024-06-10,3:57:00 PM,0,0.50,,ug/L,0.0110,,,Limpp,Limpp 1,Below detection limit,,SLAP
SAX_tox,RA61 ,,,61,195,,2024-06-10,3:57:00 PM,0,0.50,,ug/L,0.0099,,,Limpp,Limpp 1,Below detection limit,,SLAP
SAX_tox,RA62 ,,,62,224,,2024-06-10,5:02:00 PM,0,0.50,,ug/L,0.0154,,,Happy_Holler,Happy Holler 1,Below detection limit,,SLAP
SAX_tox,RA62 ,,,62,224,,2024-06-10,5:02:00 PM,0,0.50,,ug/L,0.0110,,,Happy_Holler,Happy Holler 1,Below detection limit,,SLAP
SAX_tox,RA63 ,,,63,180,,2024-06-10,6:52:00 PM,0,0.50,,ug/L,0.0671,,,Bilby_Ranch,Bilby Ranch 1,,,SLAP
SAX_tox,RA63 ,,,63,180,,2024-06-10,6:52:00 PM,0,0.50,,ug/L,0.0682,,,Bilby_Ranch,Bilby Ranch 1,,,SLAP
SAX_tox,RA64 ,,,64,179,,2024-06-11,7:55:00 AM,0,0.50,,ug/L,0.0055,,,Nodaway_County,Nodaway County 1,Below detection limit,,SLAP
SAX_tox,RA64 ,,,64,179,,2024-06-11,7:55:00 AM,0,0.50,,ug/L,0.0033,,,Nodaway_County,Nodaway County 1,Below detection limit,,SLAP
SAX_tox,RA65 ,,,65,181,,2024-06-11,9:03:00 AM,0,0.50,,ug/L,0.0363,,,Mozingo,Mozingo 1,,,SLAP
SAX_tox,RA65 ,,,65,181,,2024-06-11,9:03:00 AM,0,0.50,,ug/L,0.0297,,,Mozingo,Mozingo 1,,,SLAP
SAX_tox,RA66 ,,,66,185,,2024-06-11,11:05:00 AM,0,0.50,,ug/L,0.0033,,,Harrison_County,Harrison County 1,Below detection limit,,SLAP
SAX_tox,RA66 ,,,66,185,,2024-06-11,11:05:00 AM,0,0.50,,ug/L,0.0000,,,Harrison_County,Harrison County 1,Below detection limit,,SLAP
SAX_tox,RA67 ,,,67,164,,2024-06-11,1:26:00 PM,0,0.50,,ug/L,0.1100,,,Elmwood,Elmwood 1,,,SLAP
SAX_tox,RA67 ,,,67,164,,2024-06-11,1:26:00 PM,0,0.50,,ug/L,0.0968,,,Elmwood,Elmwood 1,,,SLAP
SAX_tox,RA68 ,,,68,237,,2024-06-11,2:18:00 PM,0,0.50,,ug/L,0.0209,,,Milan_North,Milan (North) 1,,,SLAP
SAX_tox,RA68 ,,,68,237,,2024-06-11,2:18:00 PM,0,0.50,,ug/L,0.0209,,,Milan_North,Milan (North) 1,,,SLAP
SAX_tox,RA69 ,,,69,133,,2024-06-12,7:19:00 AM,0,0.50,,ug/L,0.0561,,,Forest,Forest 1,,,SLAP
SAX_tox,RA69 ,,,69,133,,2024-06-12,7:19:00 AM,0,0.50,,ug/L,0.0495,,,Forest,Forest 1,,,SLAP
SAX_tox,RA70 ,,,70,053,,2024-06-12,9:19:00 AM,0,0.50,,ug/L,0.3663,,,Memphis_City,Memphis City 1,,,SLAP
SAX_tox,RA70 ,,,70,053,,2024-06-12,9:19:00 AM,0,0.50,,ug/L,0.3575,,,Memphis_City,Memphis City 1,,,SLAP
SAX_tox,RA71 ,,,71,182,,2024-06-12,10:42:00 AM,0,0.50,,ug/L,0.0099,,,Fox_Valley,Fox Valley 1,Below detection limit,,SLAP
SAX_tox,RA71 ,,,71,182,,2024-06-12,10:42:00 AM,0,0.50,,ug/L,0.0110,,,Fox_Valley,Fox Valley 1,Below detection limit,,SLAP
SAX_tox,RA72 ,,,72,057,,2024-06-12,12:49:00 PM,0,0.50,,ug/L,0.0077,,,Deer_Ridge,Deer Ridge 1,Below detection limit,,SLAP
SAX_tox,RA72 ,,,72,057,,2024-06-12,12:49:00 PM,0,0.50,,ug/L,0.0000,,,Deer_Ridge,Deer Ridge 1,Below detection limit,,SLAP
SAX_tox,RA73 ,,,73,114,,2024-06-12,2:19:00 PM,0,0.50,,ug/L,0.0374,,,Henry_Sever,Henry Sever 1,,,SLAP
SAX_tox,RA73 ,,,73,114,,2024-06-12,2:19:00 PM,0,0.50,,ug/L,0.0429,,,Henry_Sever,Henry Sever 1,,,SLAP
SAX_tox,RA74 ,,,74,440,,2024-06-11,2:27:00 PM,0,0.50,,ug/L,0.0077,,,Crow_Pond,Crow Pond 1,Below detection limit,,SLAP
SAX_tox,RA74 ,,,74,440,,2024-06-11,2:27:00 PM,0,0.50,,ug/L,0.0044,,,Crow_Pond,Crow Pond 1,Below detection limit,,SLAP
SAX_tox,RA75 ,,,75,219,,2024-06-12,10:21:00 AM,0,0.50,,ug/L,0.3245,,,Dairy_1,Dairy 1 1,,,SLAP
SAX_tox,RA75 ,,,75,219,,2024-06-12,10:21:00 AM,0,0.50,,ug/L,0.3157,,,Dairy_1,Dairy 1 1,,,SLAP
SAX_tox,RA76 ,,,76,139,,2024-06-14,11:52:00 AM,0,0.50,,ug/L,0.0187,,,Marceline_North,Marceline (North) 1,,,SLAP
SAX_tox,RA76 ,,,76,139,,2024-06-14,11:52:00 AM,0,0.50,,ug/L,0.0176,,,Marceline_North,Marceline (North) 1,,,SLAP
SAX_tox,RA77 ,,,77,046,,2024-06-13,11:22:00 PM,0,0.50,,ug/L,0.0132,,,Thomas_Hill,Thomas Hill 1,Below detection limit,,SLAP
SAX_tox,RA77 ,,,77,046,,2024-06-13,11:22:00 PM,0,0.50,,ug/L,0.0121,,,Thomas_Hill,Thomas Hill 1,Below detection limit,,SLAP
SAX_tox,RA78 ,,,78,184,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.0110,,,Manito,Manito 1,Below detection limit,,SLAP
SAX_tox,RA78 ,,,78,184,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.0143,,,Manito,Manito 1,Below detection limit,,SLAP
SAX_tox,RA79 ,,,79,438,,2024-06-14,10:40:00 AM,0,0.50,,ug/L,0.0154,,,Bethel,Bethel 1,Below detection limit,,SLAP
SAX_tox,RA79 ,,,79,438,,2024-06-14,10:40:00 AM,0,0.50,,ug/L,0.0110,,,Bethel,Bethel 1,Below detection limit,,SLAP
SAX_tox,RA80 ,,,80,184-FD,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.0264,,,Manito,Manito 1,,,SLAP
SAX_tox,RA80 ,,,80,184-FD,,2024-06-18,10:22:00 AM,0,0.50,,ug/L,0.0242,,,Manito,Manito 1,,,SLAP
SAX_tox,RA81 ,,,81,096,,2024-06-18,3:04:00 PM,0,0.50,,ug/L,0.0264,,,Fellows,Fellows 1,,,SLAP
SAX_tox,RA81 ,,,81,096,,2024-06-18,3:04:00 PM,0,0.50,,ug/L,0.0231,,,Fellows,Fellows 1,,,SLAP
SAX_tox,RA82 ,,,82,091,,2024-06-18,5:33:00 PM,0,0.50,,ug/L,0.0000,,,Atkinson,Atkinson 1,Below detection limit,,SLAP
SAX_tox,RA82 ,,,82,091,,2024-06-18,5:33:00 PM,0,0.50,,ug/L,0.0110,,,Atkinson,Atkinson 1,Below detection limit,,SLAP
SAX_tox,RA83 ,,,83,070,,2024-06-19,7:37:00 AM,0,0.50,,ug/L,0.0539,,,North,North 1,,,SLAP
