MULakeNumber,waterBody,samplingSite,Date,Time,beginDepth,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeDesc
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,1.56,TN,ug/L,730,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,0,TN,ug/L,670,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,0,TN,ug/L,690,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,0,TN,ug/L,660,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,1.56,TP,ug/L,47,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,1.56,TP,ug/L,49,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,1.56,TP,ug/L,48,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,0,TP,ug/L,45,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,0,TP,ug/L,46,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,1.56,TSS,mg/L,8.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,1.56,TSS,mg/L,8,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-05-31,10:54:00,0,0,SECCHI,m,0.73,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,ANA_tox,ug/L,0.24,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,ANA_tox,ug/L,0.28,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,CHL_A_COR,ug/L,9,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,CHL_A_COR,ug/L,9.7,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,CHL_A_COR,ug/L,10.3,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,CHL_A_COR,ug/L,10.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,CHL_A_lab,ug/L,12.8,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,CHL_A_lab,ug/L,13.2,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,CHL_A_lab,ug/L,11.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,CHL_A_lab,ug/L,12.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,CYL_tox,ug/L,0.02,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,CYL_tox,ug/L,0.03,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,DOC,mg/L,7.400000095,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,DOC,mg/L,7.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,MIC_tox,ug/L,0.12,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,MIC_tox,ug/L,0.13,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,NH4,ug/L,13,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,NH4,ug/L,14,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,NO3,ug/L,220,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,PHEO,ug/L,8.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,PHEO,ug/L,7.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,PHEO,ug/L,3.1,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,PHEO,ug/L,4.7,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,PIM,mg/L,7.2,TSS Tare value lost-value estimated
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,PIM,mg/L,2.4,TSS Tare value lost-value estimated
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,POM,mg/L,5.6,TSS Tare value lost-value estimated
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,SAX_tox,ug/L,0.006,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.5,SAX_tox,ug/L,0,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TDN,ug/L,570,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TDN,ug/L,590,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TDN,ug/L,560,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TN,ug/L,930,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TN,ug/L,910,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TN,ug/L,890,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,TN,ug/L,950,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,TN,ug/L,930,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,TN,ug/L,1010,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TP,ug/L,24,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TP,ug/L,28,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,TP,ug/L,22,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,TP,ug/L,25,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TSS,mg/L,12.8,TSS Tare value lost-value estimated
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,TSS,mg/L,8,TSS Tare value lost-value estimated
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0,SECCHI,m,1.07,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,Cl,mg Cl/L,4.690000057,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-06-21,10:45:00,0,0.61,Cl,mg Cl/L,4.820000172,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,ANA_tox,ug/L,0.01,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,ANA_tox,ug/L,0.06,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,CHL_A_COR,ug/L,6.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,CHL_A_COR,ug/L,5.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,CHL_A_COR,ug/L,7.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,CHL_A_COR,ug/L,8.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,CHL_A_lab,ug/L,10.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,CHL_A_lab,ug/L,8.8,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,CHL_A_lab,ug/L,10.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,CHL_A_lab,ug/L,10.7,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,CYL_tox,ug/L,0.03,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,CYL_tox,ug/L,0.06,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,DOC,mg/L,6.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,DOC,mg/L,6.599999905,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,DOC,mg/L,6.400000095,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,MIC_tox,ug/L,0.05,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,MIC_tox,ug/L,0.09,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,NH4,ug/L,12,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,NH4,ug/L,8,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,NO3,ug/L,20,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,PHEO,ug/L,8,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,PHEO,ug/L,6.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,PHEO,ug/L,6.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,PHEO,ug/L,5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,PIM,mg/L,0.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,PIM,mg/L,0.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,POM,mg/L,2.2,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0.5,SAX_tox,ug/L,0,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TDN,ug/L,390,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TDN,ug/L,410,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TDN,ug/L,420,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TN,ug/L,630,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TN,ug/L,550,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,TN,ug/L,570,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,TN,ug/L,600,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,TN,ug/L,640,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TP,ug/L,24,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TP,ug/L,29,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,TP,ug/L,28,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,TP,ug/L,24,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,TP,ug/L,26,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TSS,mg/L,2.8,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,TSS,mg/L,2.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,0,SECCHI,m,1.22,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,Cl,mg Cl/L,4.71999979,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-07-18,10:42:00,0,1.19,Cl,mg Cl/L,4.599999905,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,ANA_tox,ug/L,0.16,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,ANA_tox,ug/L,0.13,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,CHL_A_COR,ug/L,3.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,CHL_A_COR,ug/L,3.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,CHL_A_COR,ug/L,3.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,CHL_A_lab,ug/L,4.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,CHL_A_lab,ug/L,4.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,CHL_A_lab,ug/L,4.7,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,CYL_tox,ug/L,0.04,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,CYL_tox,ug/L,0.03,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,DOC,mg/L,5.800000191,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,DOC,mg/L,5.900000095,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,MIC_tox,ug/L,0.06,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,MIC_tox,ug/L,0.11,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,NH4,ug/L,7,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,NH4,ug/L,6,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,NO3,ug/L,20,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,NO3,ug/L,10,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,PHEO,ug/L,3.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,PHEO,ug/L,2.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,PHEO,ug/L,2.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,PIM,mg/L,0.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,POM,mg/L,1.2,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,SAX_tox,ug/L,0.006,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0.5,SAX_tox,ug/L,0.007,Below detection limit
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TDN,ug/L,460,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TN,ug/L,530,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TN,ug/L,590,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TN,ug/L,570,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,TN,ug/L,470,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,TN,ug/L,550,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,TN,ug/L,560,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TP,ug/L,19,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TP,ug/L,16,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,TP,ug/L,18,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,TP,ug/L,19,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,TSS,mg/L,1.8,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,0,SECCHI,m,1.79,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,Cl,mg Cl/L,4.570000172,NA
003,Bowling Green (East),Bowling Green (East) 1,2022-08-08,10:28:00,0,1.14,Cl,mg Cl/L,4.610000134,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,ANA_tox,ug/L,0.43,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,ANA_tox,ug/L,0.47,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,CHL_A_COR,ug/L,2.9,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,CHL_A_COR,ug/L,3.8,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,CHL_A_COR,ug/L,3.1,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,CHL_A_COR,ug/L,2.9,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,CHL_A_lab,ug/L,4.4,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,CHL_A_lab,ug/L,4.7,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,CHL_A_lab,ug/L,3.8,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,CHL_A_lab,ug/L,4.3,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,CYL_tox,ug/L,0.27,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,CYL_tox,ug/L,0.26,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,DOC,mg/L,5.5,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,DOC,mg/L,5.400000095,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,DOC,mg/L,5.300000191,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,MIC_tox,ug/L,0,Below detection limit
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,NH4,ug/L,22,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,NH4,ug/L,17,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,NO3,ug/L,0,Below detection limit
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,PHEO,ug/L,3.1,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,PHEO,ug/L,2,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,PHEO,ug/L,1.7,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,PHEO,ug/L,3.2,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,PIM,mg/L,1.3,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,PIM,mg/L,1.5,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,POM,mg/L,2,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,POM,mg/L,1.7,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,SAX_tox,ug/L,0.014,Below detection limit
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0.5,SAX_tox,ug/L,0.02,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TDN,ug/L,370,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TDN,ug/L,340,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TDN,ug/L,360,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TN,ug/L,420,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TN,ug/L,510,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,TN,ug/L,370,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,TN,ug/L,460,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,TN,ug/L,450,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,TN,ug/L,430,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TP,ug/L,12,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TP,ug/L,10,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,TP,ug/L,10,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,TP,ug/L,11,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TSS,mg/L,3.3,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,TSS,mg/L,3.2,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,0,SECCHI,m,1.78,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,Cl,mg Cl/L,2.4400000570000002,NA
005,Lincoln,Lincoln 1,2022-05-31,12:24:00,0,1,Cl,mg Cl/L,2.299999952,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.5,ANA_tox,ug/L,0.31,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.5,ANA_tox,ug/L,0.25,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,CHL_A_COR,ug/L,3.2,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,CHL_A_COR,ug/L,3.6,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0,CHL_A_COR,ug/L,3.7,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0,CHL_A_COR,ug/L,3.5,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,CHL_A_lab,ug/L,4.5,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,CHL_A_lab,ug/L,4.6,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0,CHL_A_lab,ug/L,4.2,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0,CHL_A_lab,ug/L,4.3,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.5,CYL_tox,ug/L,0.23,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.5,CYL_tox,ug/L,0.25,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,DOC,mg/L,6,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,DOC,mg/L,6.099999905,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.5,MIC_tox,ug/L,0.11,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.5,MIC_tox,ug/L,0.09,Below detection limit
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,NH4,ug/L,10,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,NH4,ug/L,9,Below detection limit
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,NO3,ug/L,0,NA
005,Lincoln,Lincoln 1,2022-06-21,12:10:00,0,0.67,PHEO,ug/L,2.9,NA
