MULakeNumber,waterBody,samplingSite,Date,Time,beginDepth,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeDesc
003,Bowling Green (East),Bowling Green (East) 1,2023-06-05,NA,0,2.13,TP,ug/L,20,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-05,NA,0,2.13,TP,ug/L,18,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-05,NA,0,2.13,TSS,mg/L,4.8,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-05,NA,0,2.13,TSS,mg/L,4.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,ANA_tox,ug/L,0.222,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,ANA_tox,ug/L,0.244,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,CHL_A_COR,ug/L,1.57,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,CHL_A_COR,ug/L,1.5,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,CHL_A_COR,ug/L,1.68,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,CHL_A_COR,ug/L,1.26,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,CHL_A_lab,ug/L,2.67,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,CHL_A_lab,ug/L,2.57,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,CHL_A_lab,ug/L,2.71,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,CHL_A_lab,ug/L,2.11,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,CYL_tox,ug/L,0,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,CYL_tox,ug/L,0.008,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,MIC_tox,ug/L,0.056,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,MIC_tox,ug/L,0.085,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,NH4,ug/L,19,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,NO3,ug/L,2,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,PHEO,ug/L,2.34,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,PHEO,ug/L,2.28,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,PHEO,ug/L,2.21,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,PHEO,ug/L,1.83,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,PIM,mg/L,0.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,POM,mg/L,1.2,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0.5,SAX_tox,ug/L,0,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,SECCHI,m,1.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,SECCHI,m,1.8,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TDN,ug/L,350,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TDN,ug/L,360,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TDN,ug/L,340,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,TN,ug/L,410,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,TN,ug/L,450,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,TN,ug/L,430,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TN,ug/L,410,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TN,ug/L,460,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TN,ug/L,430,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,TP,ug/L,15,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,0,TP,ug/L,16,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TP,ug/L,13,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TP,ug/L,18,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TP,ug/L,16,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-06-26,NA,0,1.57,TSS,mg/L,1.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,ANA_tox,ug/L,0.205,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,ANA_tox,ug/L,0.254,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,CHL_A_COR,ug/L,11.56,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,CHL_A_COR,ug/L,11.09,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,CHL_A_COR,ug/L,8.53,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,CHL_A_COR,ug/L,11.28,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,CHL_A_lab,ug/L,16.57,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,CHL_A_lab,ug/L,15.68,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,CHL_A_lab,ug/L,13.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,CHL_A_lab,ug/L,15.27,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,CYL_tox,ug/L,0.028,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,CYL_tox,ug/L,0.015,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,MIC_tox,ug/L,0.15,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,MIC_tox,ug/L,0.157,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,NH4,ug/L,7,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,NH4,ug/L,8,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,NO3,ug/L,1,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,NO3,ug/L,0,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,PHEO,ug/L,10.77,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,PHEO,ug/L,9.87,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,PHEO,ug/L,10.46,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,PHEO,ug/L,8.56,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,PIM,mg/L,1.3,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,POM,mg/L,4.3,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,POM,mg/L,4.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,SAX_tox,ug/L,0.276,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0.5,SAX_tox,ug/L,0.299,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,SECCHI,m,1.07,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,SECCHI,m,0.97,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TDN,ug/L,380,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TDN,ug/L,430,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TDN,ug/L,420,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,TN,ug/L,670,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,TN,ug/L,710,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,TN,ug/L,690,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TN,ug/L,700,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TN,ug/L,690,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,TP,ug/L,31,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,0,TP,ug/L,27,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TP,ug/L,25,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TP,ug/L,23,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TP,ug/L,22,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TSS,mg/L,5.6,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-07-24,NA,0,1.5,TSS,mg/L,5.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,ANA_tox,ug/L,0.274,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,ANA_tox,ug/L,0.27,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,CHL_A_COR,ug/L,3.72,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,CHL_A_COR,ug/L,2.3,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,CHL_A_COR,ug/L,3.59,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,CHL_A_COR,ug/L,3.47,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,CHL_A_lab,ug/L,7.08,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,CHL_A_lab,ug/L,5.4,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,CHL_A_lab,ug/L,6.24,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,CHL_A_lab,ug/L,5.95,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,CYL_tox,ug/L,0,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,MIC_tox,ug/L,0.124,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,MIC_tox,ug/L,0.047,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,NH4,ug/L,20,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,NO3,ug/L,4,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,NO3,ug/L,1,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,PHEO,ug/L,7.24,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,PHEO,ug/L,6.65,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,PHEO,ug/L,5.7,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,PHEO,ug/L,5.33,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,PIM,mg/L,1.1,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,PIM,mg/L,0.9,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,POM,mg/L,2,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,POM,mg/L,2.1,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,SAX_tox,ug/L,0.136,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0.5,SAX_tox,ug/L,0.137,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,SECCHI,m,2.08,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,SECCHI,m,1.97,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TDN,ug/L,400,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TDN,ug/L,460,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TDN,ug/L,410,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,TN,ug/L,610,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,TN,ug/L,530,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,TN,ug/L,540,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TN,ug/L,500,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TN,ug/L,520,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TN,ug/L,550,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,TP,ug/L,21,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,TP,ug/L,24,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,0,TP,ug/L,22,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TP,ug/L,23,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TP,ug/L,24,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TP,ug/L,27,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TSS,mg/L,3.1,NA
003,Bowling Green (East),Bowling Green (East) 1,2023-08-14,NA,0,1.91,TSS,mg/L,3,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,ANA_tox,ug/L,0.285,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,ANA_tox,ug/L,0.258,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,CHL_A_COR,ug/L,2.36,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,CHL_A_COR,ug/L,2.43,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,CHL_A_COR,ug/L,2.67,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,CHL_A_lab,ug/L,3.57,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,CHL_A_lab,ug/L,3.77,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,CHL_A_lab,ug/L,3.95,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,CHL_A_lab,ug/L,3.92,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,CYL_tox,ug/L,0.264,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,CYL_tox,ug/L,0.293,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,MIC_tox,ug/L,0.087,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,MIC_tox,ug/L,0.008,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,NH4,ug/L,5,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,NH4,ug/L,7,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,NO3,ug/L,12,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,NO3,ug/L,10,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,PHEO,ug/L,2.6,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,PHEO,ug/L,2.89,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,PHEO,ug/L,2.76,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,PHEO,ug/L,2.68,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,PIM,mg/L,0.4,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,PIM,mg/L,0.3,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,POM,mg/L,1.1,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,POM,mg/L,1.3,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,SAX_tox,ug/L,0.013,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0.5,SAX_tox,ug/L,0.027,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,SECCHI,m,2.3,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,SECCHI,m,2.2,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TDN,ug/L,310,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TDN,ug/L,350,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TDN,ug/L,320,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,TN,ug/L,380,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,TN,ug/L,370,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TN,ug/L,340,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TN,ug/L,380,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TN,ug/L,430,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,TP,ug/L,14,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,TP,ug/L,11,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,0,TP,ug/L,13,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TP,ug/L,11,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TP,ug/L,9,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TP,ug/L,13,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TSS,mg/L,1.5,NA
005,Lincoln,Lincoln 1,2023-06-05,NA,0,1.16,TSS,mg/L,1.6,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,ANA_tox,ug/L,0.157,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,ANA_tox,ug/L,0.196,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,CHL_A_COR,ug/L,1.67,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,CHL_A_COR,ug/L,1.62,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,CHL_A_COR,ug/L,1.89,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,CHL_A_COR,ug/L,1.81,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,CHL_A_lab,ug/L,2.75,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,CHL_A_lab,ug/L,2.74,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,CHL_A_lab,ug/L,2.98,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,CHL_A_lab,ug/L,2.87,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,CYL_tox,ug/L,0.304,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,CYL_tox,ug/L,0.292,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,MIC_tox,ug/L,0.171,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,MIC_tox,ug/L,0.189,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,NH4,ug/L,22,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,NH4,ug/L,21,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,NO3,ug/L,3,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,NO3,ug/L,2,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,PHEO,ug/L,2.33,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,PHEO,ug/L,2.4,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,PHEO,ug/L,2.35,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,PHEO,ug/L,2.28,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,PIM,mg/L,0.7,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,PIM,mg/L,0.6,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,POM,mg/L,1.1,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,POM,mg/L,1,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,SAX_tox,ug/L,0.002,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0.5,SAX_tox,ug/L,0.001,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,SECCHI,m,2.6,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,SECCHI,m,2.8,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TDN,ug/L,300,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TDN,ug/L,340,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TDN,ug/L,330,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,TN,ug/L,360,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,TN,ug/L,390,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,TN,ug/L,440,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TN,ug/L,400,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TN,ug/L,430,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TN,ug/L,390,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,TP,ug/L,12,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,0,TP,ug/L,10,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TP,ug/L,16,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TP,ug/L,11,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TP,ug/L,12,NA
005,Lincoln,Lincoln 1,2023-06-26,NA,0,1.52,TSS,mg/L,1.8,NA
