"parameterType","parameterType & Tube#","...3","...4","Tube/Filter#","MULakeNumber","Depth","Date","Time","beginDepth","endDepth","Replicate","unit","parameterValue","Rerun?","still too high?","waterBody","samplingSite","parameterValueQCCodeDesc"
"CHL_A_COR","CHL243-24",NA,NA,"243-24","272","EPI","2024-06-05","1:39:00 PM","0",0,NA,"ug/L","71.08",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL238-24",NA,NA,"238-24","197","EPI","2024-06-05","6:21:00 PM","0",0,NA,"ug/L","17.81",NA,NA,"Prairie","Prairie 1",NA
"CHL_A_COR","CHL239-24",NA,NA,"239-24","197","EPI","2024-06-05","6:21:00 PM","0",0,NA,"ug/L","17.95",NA,NA,"Prairie","Prairie 1",NA
"CHL_A_COR","CHL247-24",NA,NA,"247-24","401","EPI","2024-06-05","12:00:00 AM","0",0,NA,"ug/L","0.02",NA,NA,"Field_Blank","Field Blank",NA
"CHL_A_COR","CHL248-24",NA,NA,"248-24","401","EPI","2024-06-05","12:00:00 AM","0",0,NA,"ug/L","0.02",NA,NA,"Field_Blank","Field Blank",NA
"CHL_A_COR","CHL353-24",NA,NA,"353-24","134","EPI","2024-06-10","12:37:00 PM","0",0,NA,"ug/L","143.43",NA,NA,"Jamesport_City","Jamesport City 1",NA
"CHL_A_COR","CHL354-24",NA,NA,"354-24","134","EPI","2024-06-10","12:37:00 PM","0",0,NA,"ug/L","149.05",NA,NA,"Jamesport_City","Jamesport City 1",NA
"CHL_A_COR","CHL349-24",NA,NA,"349-24","195","EPI","2024-06-10","3:57:00 PM","0",0,NA,"ug/L","18.47",NA,NA,"Limpp","Limpp 1",NA
"CHL_A_COR","CHL350-24",NA,NA,"350-24","195","EPI","2024-06-10","3:57:00 PM","0",0,NA,"ug/L","18.42",NA,NA,"Limpp","Limpp 1",NA
"CHL_A_COR","CHL339-24",NA,NA,"339-24","224","EPI","2024-06-10","5:02:00 PM","0",0,NA,"ug/L","15.19",NA,NA,"Happy_Holler","Happy Holler 1",NA
"CHL_A_COR","CHL340-24",NA,NA,"340-24","224","EPI","2024-06-10","5:02:00 PM","0",0,NA,"ug/L","15.32",NA,NA,"Happy_Holler","Happy Holler 1",NA
"CHL_A_COR","CHL393-24",NA,NA,"393-24","237","EPI","2024-06-11","2:18:00 PM","0",0,NA,"ug/L","20.20",NA,NA,"Milan_North","Milan (North) 1",NA
"CHL_A_COR","CHL394-24",NA,NA,"394-24","237","EPI","2024-06-11","2:18:00 PM","0",0,NA,"ug/L","18.52",NA,NA,"Milan_North","Milan (North) 1",NA
"CHL_A_COR","CHL333-24",NA,NA,"333-24","440","EPI","2024-06-11","2:27:00 PM","0",0,NA,"ug/L","18.20",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL334-24",NA,NA,"334-24","440","EPI","2024-06-11","2:27:00 PM","0",0,NA,"ug/L","18.24",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL432-24",NA,NA,"432-24","219","EPI","2024-06-12","10:21:00 AM","0",0,NA,"ug/L","21.85",NA,NA,"Dairy_1","Dairy 1 1",NA
"CHL_A_COR","CHL433-24",NA,NA,"433-24","219","EPI","2024-06-12","10:21:00 AM","0",0,NA,"ug/L","21.30",NA,NA,"Dairy_1","Dairy 1 1",NA
"CHL_A_COR","CHL549-24",NA,NA,"549-24","272","EPI","2024-06-24","12:54:00 PM","0",0,NA,"ug/L","74.12",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL492-24",NA,NA,"492-24","272","EPI","2024-06-24","12:54:00 PM","0",0,NA,"ug/L","68.26",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL481-24",NA,NA,"481-24","197","EPI","2024-06-24","5:55:00 PM","0",0,NA,"ug/L","9.48",NA,NA,"Prairie","Prairie 1",NA
"CHL_A_COR","CHL482-24",NA,NA,"482-24","197","EPI","2024-06-24","5:55:00 PM","0",0,NA,"ug/L","9.10",NA,NA,"Prairie","Prairie 1",NA
"CHL_A_COR","CHL580-24",NA,NA,"580-24","401","EPI","2024-06-24","12:00:00 AM","0",0,NA,"ug/L","0.00",NA,NA,"Field_Blank","Field Blank","Below detection limit"
"CHL_A_COR","CHL581-24",NA,NA,"581-24","401","EPI","2024-06-24","12:00:00 AM","0",0,NA,"ug/L","0.00",NA,NA,"Field_Blank","Field Blank","Below detection limit"
"CHL_A_COR","CHL678-24",NA,NA,"678-24","030","EPI","2024-06-28","2:40:00 PM","0",0,NA,"ug/L","29.03",NA,NA,"Wappapello","Wappapello 1",NA
"CHL_A_COR","CHL679-24",NA,NA,"679-24","030","EPI","2024-06-28","2:40:00 PM","0",0,NA,"ug/L","32.15",NA,NA,"Wappapello","Wappapello 1",NA
"CHL_A_COR","CHL727-24",NA,NA,"727-24","134","EPI","2024-07-08","11:20:00 AM","0",0,NA,"ug/L","125.73",NA,NA,"Jamesport_City","Jamesport City 1",NA
"CHL_A_COR","CHL728-24",NA,NA,"728-24","134","EPI","2024-07-08","11:20:00 AM","0",0,NA,"ug/L","133.82",NA,NA,"Jamesport_City","Jamesport City 1",NA
"CHL_A_COR","CHL731-24",NA,NA,"731-24","228","EPI","2024-07-08","12:02:00 PM","0",0,NA,"ug/L","98.49",NA,NA,"Jamesport_Community","Jamesport Community 1",NA
"CHL_A_COR","CHL732-24",NA,NA,"732-24","228","EPI","2024-07-08","12:02:00 PM","0",0,NA,"ug/L","94.47",NA,NA,"Jamesport_Community","Jamesport Community 1",NA
"CHL_A_COR","CHL735-24",NA,NA,"735-24","163","EPI","2024-07-08","1:35:00 PM","0",0,NA,"ug/L","29.97",NA,NA,"King","King 1",NA
"CHL_A_COR","CHL736-24",NA,NA,"736-24","163","EPI","2024-07-08","1:35:00 PM","0",0,NA,"ug/L","27.80",NA,NA,"King","King 1",NA
"CHL_A_COR","CHL723-24",NA,NA,"723-24","195","EPI","2024-07-08","2:29:00 PM","0",0,NA,"ug/L","59.64",NA,NA,"Limpp","Limpp 1",NA
"CHL_A_COR","CHL724-24",NA,NA,"724-24","195","EPI","2024-07-08","2:29:00 PM","0",0,NA,"ug/L","61.26",NA,NA,"Limpp","Limpp 1",NA
"CHL_A_COR","CHL719-24",NA,NA,"719-24","224","EPI","2024-07-08","3:24:00 PM","0",0,NA,"ug/L","20.72",NA,NA,"Happy_Holler","Happy Holler 1",NA
"CHL_A_COR","CHL720-24",NA,NA,"720-24","224","EPI","2024-07-08","3:24:00 PM","0",0,NA,"ug/L","21.96",NA,NA,"Happy_Holler","Happy Holler 1",NA
"CHL_A_COR","CHL763-24",NA,NA,"763-24","237","EPI","2024-07-09","1:30:00 PM","0",0,NA,"ug/L","25.11",NA,NA,"Milan_North","Milan (North) 1",NA
"CHL_A_COR","CHL764-24",NA,NA,"764-24","237","EPI","2024-07-09","1:30:00 PM","0",0,NA,"ug/L","25.65",NA,NA,"Milan_North","Milan (North) 1",NA
"CHL_A_COR","CHL834-24",NA,NA,"834-24","089","EPI","2024-07-10","4:43:00 PM","0",0,NA,"ug/L","11.79",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL835-24",NA,NA,"835-24","089","EPI","2024-07-10","4:43:00 PM","0",0,NA,"ug/L","12.29",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL846-24",NA,NA,"846-24","139","EPI","2024-07-11","11:34:00 AM","0",0,NA,"ug/L","23.98",NA,NA,"Marceline_North","Marceline (North) 1",NA
"CHL_A_COR","CHL847-24",NA,NA,"847-24","139","EPI","2024-07-11","11:34:00 AM","0",0,NA,"ug/L","22.22",NA,NA,"Marceline_North","Marceline (North) 1",NA
"CHL_A_COR","CHL864-24",NA,NA,"864-24","219","EPI","2024-07-12","9:58:00 AM","0",0,NA,"ug/L","45.23",NA,NA,"Dairy_1","Dairy 1 1",NA
"CHL_A_COR","CHL865-24",NA,NA,"865-24","219","EPI","2024-07-12","9:58:00 AM","0",0,NA,"ug/L","47.05",NA,NA,"Dairy_1","Dairy 1 1",NA
"CHL_A_COR","CHL858-24",NA,NA,"858-24","440","EPI","2024-07-12","11:40:00 AM","0",0,NA,"ug/L","10.54",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL859-24",NA,NA,"859-24","440","EPI","2024-07-12","11:40:00 AM","0",0,NA,"ug/L","10.31",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL876-24",NA,NA,"876-24","401","EPI","2024-07-15","12:00:00 AM","0",0,NA,"ug/L","0.00",NA,NA,"Field_Blank","Field Blank","Below detection limit"
"CHL_A_COR","CHL877-24",NA,NA,"877-24","401","EPI","2024-07-15","12:00:00 AM","0",0,NA,"ug/L","0.00",NA,NA,"Field_Blank","Field Blank","Below detection limit"
"CHL_A_COR","CHL923-24",NA,NA,"923-24","088","EPI","2024-07-22","11:31:00 AM","0",0,NA,"ug/L","14.27",NA,NA,"Marceline_South","Marceline (South) 1",NA
"CHL_A_COR","CHL924-24",NA,NA,"924-24","088","EPI","2024-07-22","11:31:00 AM","0",0,NA,"ug/L","14.66",NA,NA,"Marceline_South","Marceline (South) 1",NA
"CHL_A_COR","CHL1096-24",NA,NA,"1096-24","272","EPI","2024-07-22","12:35:00 PM","0",0,NA,"ug/L","68.31",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL1097-24",NA,NA,"1097-24","272","EPI","2024-07-22","12:35:00 PM","0",0,NA,"ug/L","67.38",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL1124-24",NA,NA,"1124-24","454","EPI","2024-07-23","7:30:00 AM","0",0,NA,"ug/L","41.96",NA,NA,"Cedar_Hill_Lake_1","Cedar Hill (Lake 1) 1",NA
"CHL_A_COR","CHL1125-24",NA,NA,"1125-24","454","EPI","2024-07-23","7:30:00 AM","0",0,NA,"ug/L","42.93",NA,NA,"Cedar_Hill_Lake_1","Cedar Hill (Lake 1) 1",NA
"CHL_A_COR","CHL1132-24",NA,NA,"1132-24","186","EPI","2024-07-23","4:03:00 PM","0",0,NA,"ug/L","209.53",NA,NA,"Carl_DiSalvo","Carl DiSalvo 1",NA
"CHL_A_COR","CHL1129-24",NA,NA,"1129-24","186","EPI","2024-07-23","4:03:00 PM","0",0,NA,"ug/L","227.19",NA,NA,"Carl_DiSalvo","Carl DiSalvo 1",NA
"CHL_A_COR","CHL1176-24",NA,NA,"1176-24","219","EPI","2024-07-29","11:11:00 AM","0",0,NA,"ug/L","58.29",NA,NA,"Dairy_1","Dairy 1 1",NA
"CHL_A_COR","CHL1177-24",NA,NA,"1177-24","219","EPI","2024-07-29","11:11:00 AM","0",0,NA,"ug/L","59.72",NA,NA,"Dairy_1","Dairy 1 1",NA
"CHL_A_COR","CHL1063-24",NA,NA,"1063-24","134","EPI","2024-07-29","11:45:00 AM","0",0,NA,"ug/L","40.66",NA,NA,"Jamesport_City","Jamesport City 1",NA
"CHL_A_COR","CHL1064-24",NA,NA,"1064-24","134","EPI","2024-07-29","11:45:00 AM","0",0,NA,"ug/L","40.95",NA,NA,"Jamesport_City","Jamesport City 1",NA
"CHL_A_COR","CHL1067-24",NA,NA,"1067-24","228","EPI","2024-07-29","12:26:00 PM","0",0,NA,"ug/L","82.24",NA,NA,"Jamesport_Community","Jamesport Community 1",NA
"CHL_A_COR","CHL1068-24",NA,NA,"1068-24","228","EPI","2024-07-29","12:26:00 PM","0",0,NA,"ug/L","76.69",NA,NA,"Jamesport_Community","Jamesport Community 1",NA
"CHL_A_COR","CHL1182-24",NA,NA,"1182-24","440","EPI","2024-07-29","1:05:00 PM","0",0,NA,"ug/L","21.67",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL1183-24",NA,NA,"1183-24","440","EPI","2024-07-29","1:05:00 PM","0",0,NA,"ug/L","22.50",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL1133-24",NA,NA,"1133-24","163","EPI","2024-07-29","2:06:00 PM","0",0,NA,"ug/L","67.21",NA,NA,"King","King 1",NA
"CHL_A_COR","CHL1134-24",NA,NA,"1134-24","163","EPI","2024-07-29","2:06:00 PM","0",0,NA,"ug/L","66.62",NA,NA,"King","King 1",NA
"CHL_A_COR","CHL1139-24",NA,NA,"1139-24","401","EPI","2024-07-29","12:00:00 AM","0",0,NA,"ug/L","0.00",NA,NA,"Field_Blank","Field Blank","Below detection limit"
"CHL_A_COR","CHL1140-24",NA,NA,"1140-24","401","EPI","2024-07-29","12:00:00 AM","0",0,NA,"ug/L","0.00",NA,NA,"Field_Blank","Field Blank","Below detection limit"
"CHL_A_COR","CHL1191-24",NA,NA,"1191-24","089","EPI","2024-07-30","2:28:00 PM","0",0,NA,"ug/L","17.57",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL1188-24",NA,NA,"1188-24","089","EPI","2024-07-30","2:28:00 PM","0",0,NA,"ug/L","15.16",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL1238-24",NA,NA,"1238-24","139","EPI","2024-08-01","3:20:00 PM","0",0,NA,"ug/L","194.53",NA,NA,"Marceline_North","Marceline (North) 1",NA
"CHL_A_COR","CHL1239-24",NA,NA,"1239-24","139","EPI","2024-08-01","3:20:00 PM","0",0,NA,"ug/L","193.98",NA,NA,"Marceline_North","Marceline (North) 1",NA
"CHL_A_COR","CHL1279-24",NA,NA,"1279-24","184","EPI","2024-08-05","10:04:00 AM","0",0,NA,"ug/L","45.44",NA,NA,"Manito","Manito 1",NA
"CHL_A_COR","CHL1280-24",NA,NA,"1280-24","184","EPI","2024-08-05","10:04:00 AM","0",0,NA,"ug/L","44.24",NA,NA,"Manito","Manito 1",NA
"CHL_A_COR","CHL1379-24",NA,NA,"1379-24","272","EPI","2024-08-12","10:54:00 AM","0",0,NA,"ug/L","67.93",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL1380-24",NA,NA,"1380-24","272","EPI","2024-08-12","10:54:00 AM","0",0,NA,"ug/L","66.94",NA,NA,"Perry","Perry 1",NA
"CHL_A_COR","CHL1571-24",NA,NA,"1571-24","078","EPI","2024-08-28","1:47:00 PM","0",0,NA,"ug/L","26.87",NA,NA,"Hamilton_City","Hamilton City 1",NA
"CHL_A_COR","CHL1572-24",NA,NA,"1572-24","078","EPI","2024-08-28","1:47:00 PM","0",0,NA,"ug/L","25.40",NA,NA,"Hamilton_City","Hamilton City 1",NA
"CHL_A_COR","CHL115-24",NA,NA,"115-24","098","SURF","2024-05-23","1:51:00 PM","0",0,NA,"ug/L","4.41",NA,NA,"Table_Rock","Table Rock 1",NA
"CHL_A_COR","CHL116-24",NA,NA,"116-24","098","SURF","2024-05-23","1:51:00 PM","0",0,NA,"ug/L","4.35",NA,NA,"Table_Rock","Table Rock 1",NA
"CHL_A_COR","CHL306-24",NA,NA,"306-24","440","SURF","2024-06-11","2:27:00 PM","0",0,NA,"ug/L","16.96",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL307-24",NA,NA,"307-24","440","SURF","2024-06-11","2:27:00 PM","0",0,NA,"ug/L","17.22",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL659-24",NA,NA,"659-24","098","SURF","2024-06-27","6:50:00 AM","0",0,NA,"ug/L","3.04",NA,NA,"Table_Rock","Table Rock 1",NA
"CHL_A_COR","CHL660-24",NA,NA,"660-24","098","SURF","2024-06-27","6:50:00 AM","0",0,NA,"ug/L","2.39",NA,NA,"Table_Rock","Table Rock 1",NA
"CHL_A_COR","CHL690-24",NA,NA,"690-24","072","SURF","2024-07-09","12:07:00 PM","0",0,NA,"ug/L","19.82",NA,NA,"Smithville","Smithville 1",NA
"CHL_A_COR","CHL691-24",NA,NA,"691-24","072","SURF","2024-07-09","12:07:00 PM","0",0,NA,"ug/L","19.87",NA,NA,"Smithville","Smithville 1",NA
"CHL_A_COR","CHL832-24",NA,NA,"832-24","089","SURF","2024-07-10","4:43:00 PM","0",0,NA,"ug/L","15.43",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL833-24",NA,NA,"833-24","089","SURF","2024-07-10","4:43:00 PM","0",0,NA,"ug/L","16.00",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL856-24",NA,NA,"856-24","440","SURF","2024-07-12","11:40:00 AM","0",0,NA,"ug/L","15.21",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL857-24",NA,NA,"857-24","440","SURF","2024-07-12","11:40:00 AM","0",0,NA,"ug/L","15.98",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL967-24",NA,NA,"967-24","145","SURF","2024-07-15","11:40:00 AM","0",0,NA,"ug/L","13.23",NA,NA,"Mark_Twain","Mark Twain 1",NA
"CHL_A_COR","CHL968-24",NA,NA,"968-24","145","SURF","2024-07-15","11:40:00 AM","0",0,NA,"ug/L","13.46",NA,NA,"Mark_Twain","Mark Twain 1",NA
"CHL_A_COR","CHL979-24",NA,NA,"979-24","046","SURF","2024-07-17","10:07:00 AM","0",0,NA,"ug/L","10.75",NA,NA,"Thomas_Hill","Thomas Hill 1",NA
"CHL_A_COR","CHL980-24",NA,NA,"980-24","046","SURF","2024-07-17","10:07:00 AM","0",0,NA,"ug/L","11.16",NA,NA,"Thomas_Hill","Thomas Hill 1",NA
"CHL_A_COR","CHL1180-24",NA,NA,"1180-24","440","SURF","2024-07-29","1:05:00 PM","0",0,NA,"ug/L","11.24",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL1181-24",NA,NA,"1181-24","440","SURF","2024-07-29","1:05:00 PM","0",0,NA,"ug/L","12.56",NA,NA,"Crow_Pond","Crow Pond 1",NA
"CHL_A_COR","CHL1192-24",NA,NA,"1192-24","149","SURF","2024-07-30","11:00:00 AM","0",0,NA,"ug/L","14.26",NA,NA,"Lake_of_the_Ozarks","Lake of the Ozarks 1",NA
"CHL_A_COR","CHL1193-24",NA,NA,"1193-24","149","SURF","2024-07-30","11:00:00 AM","0",0,NA,"ug/L","14.22",NA,NA,"Lake_of_the_Ozarks","Lake of the Ozarks 1",NA
"CHL_A_COR","CHL1291-24",NA,NA,"1291-24","089","SURF","2024-08-08","10:43:00 AM","0",0,NA,"ug/L","19.63",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL1292-24",NA,NA,"1292-24","089","SURF","2024-08-08","10:43:00 AM","0",0,NA,"ug/L","19.80",NA,NA,"Truman","Truman 1",NA
"CHL_A_COR","CHL1389-24",NA,NA,"1389-24","093","SURF","2024-08-07","1:34:00 PM","0",0,NA,"ug/L","6.23",NA,NA,"Stockton","Stockton 1",NA
"CHL_A_COR","CHL1390-24",NA,NA,"1390-24","093","SURF","2024-08-07","1:34:00 PM","0",0,NA,"ug/L","6.42",NA,NA,"Stockton","Stockton 1",NA
"CHL_A_COR","CHL1575-24",NA,NA,"1575-24","145","SURF","2024-08-29","12:30:00 PM","0",0,NA,"ug/L","12.39",NA,NA,"Mark_Twain","Mark Twain 1",NA
"CHL_A_COR","CHL1576-24",NA,NA,"1576-24","145","SURF","2024-08-29","12:30:00 PM","0",0,NA,"ug/L","12.88",NA,NA,"Mark_Twain","Mark Twain 1",NA
"CHL_A_COR","CHL1-24",NA,NA,"1-24","139","SURF","2024-05-15","12:20:00 PM","0",0,NA,"ug/L","102.82",NA,NA,"Marceline_North","Marceline (North) 1",NA
"CHL_A_COR","CHL2-24",NA,NA,"2-24","139","SURF","2024-05-15","12:20:00 PM","0",0,NA,"ug/L","108.05",NA,NA,"Marceline_North","Marceline (North) 1",NA
"CHL_A_COR","CHL7-24",NA,NA,"7-24","088","SURF","2024-05-15","12:43:00 PM","0",0,NA,"ug/L","29.91",NA,NA,"Marceline_South","Marceline (South) 1",NA
"CHL_A_COR","CHL8-24",NA,NA,"8-24","088","SURF","2024-05-15","12:43:00 PM","0",0,NA,"ug/L","25.77",NA,NA,"Marceline_South","Marceline (South) 1",NA
"CHL_A_COR","CHL13-24",NA,NA,"13-24","438","SURF","2024-05-17","10:15:00 AM","0",0,NA,"ug/L","2.78",NA,NA,"Bethel","Bethel 1",NA
"CHL_A_COR","CHL14-24",NA,NA,"14-24","438","SURF","2024-05-17","10:15:00 AM","0",0,NA,"ug/L","2.63",NA,NA,"Bethel","Bethel 1",NA
"CHL_A_COR","CHL31-24",NA,NA,"31-24","228","SURF","2024-05-20","12:15:00 PM","0",0,NA,"ug/L","31.35",NA,NA,"Jamesport_Community","Jamesport Community 1",NA
"CHL_A_COR","CHL32-24",NA,NA,"32-24","228","SURF","2024-05-20","12:15:00 PM","0",0,NA,"ug/L","31.54",NA,NA,"Jamesport_Community","Jamesport Community 1",NA
"CHL_A_COR","CHL45-24",NA,NA,"45-24","224","SURF","2024-05-20","3:57:00 PM","0",0,NA,"ug/L","17.43",NA,NA,"Happy_Holler","Happy Holler 1",NA
"CHL_A_COR","CHL46-24",NA,NA,"46-24","224","SURF","2024-05-20","3:57:00 PM","0",0,NA,"ug/L","17.76",NA,NA,"Happy_Holler","Happy Holler 1",NA
"CHL_A_COR","CHL51-24",NA,NA,"51-24","180","SURF","2024-05-20","5:50:00 PM","0",0,NA,"ug/L","9.57",NA,NA,"Bilby_Ranch","Bilby Ranch 1",NA
"CHL_A_COR","CHL52-24",NA,NA,"52-24","180","SURF","2024-05-20","5:50:00 PM","0",0,NA,"ug/L","9.38",NA,NA,"Bilby_Ranch","Bilby Ranch 1",NA
"CHL_A_COR","CHL57-24",NA,NA,"57-24","179","SURF","2024-05-21","6:55:00 AM","0",0,NA,"ug/L","19.87",NA,NA,"Nodaway_County","Nodaway County 1",NA
"CHL_A_COR","CHL58-24",NA,NA,"58-24","179","SURF","2024-05-21","6:55:00 AM","0",0,NA,"ug/L","20.11",NA,NA,"Nodaway_County","Nodaway County 1",NA
"CHL_A_COR","CHL69-24",NA,NA,"69-24","181","SURF","2024-05-21","8:36:00 AM","0",0,NA,"ug/L","1.81",NA,NA,"Mozingo","Mozingo 1",NA
"CHL_A_COR","CHL70-24",NA,NA,"70-24","181","SURF","2024-05-21","8:36:00 AM","0",0,NA,"ug/L","2.13",NA,NA,"Mozingo","Mozingo 1",NA
"CHL_A_COR","CHL79-24",NA,NA,"79-24","185","SURF","2024-05-21","10:45:00 AM","0",0,NA,"ug/L","8.94",NA,NA,"Harrison_County","Harrison County 1",NA
"CHL_A_COR","CHL80-24",NA,NA,"80-24","185","SURF","2024-05-21","10:45:00 AM","0",0,NA,"ug/L","8.17",NA,NA,"Harrison_County","Harrison County 1",NA
"CHL_A_COR","CHL63-24",NA,NA,"63-24","237","SURF","2024-05-21","2:04:00 PM","0",0,NA,"ug/L","10.64",NA,NA,"Milan_North","Milan (North) 1",NA
"CHL_A_COR","CHL64-24",NA,NA,"64-24","237","SURF","2024-05-21","2:04:00 PM","0",0,NA,"ug/L","10.04",NA,NA,"Milan_North","Milan (North) 1",NA
"CHL_A_COR","CHL85-24",NA,NA,"85-24","133","SURF","2024-05-22","7:36:00 AM","0",0,NA,"ug/L","3.35",NA,NA,"Forest","Forest 1",NA
"CHL_A_COR","CHL86-24",NA,NA,"86-24","133","SURF","2024-05-22","7:36:00 AM","0",0,NA,"ug/L","3.36",NA,NA,"Forest","Forest 1",NA
"CHL_A_COR","CHL19-24",NA,NA,"19-24","053","SURF","2024-05-22","9:45:00 AM","0",0,NA,"ug/L","20.77",NA,NA,"Memphis_City","Memphis City 1",NA
"CHL_A_COR","CHL20-24",NA,NA,"20-24","053","SURF","2024-05-22","9:45:00 AM","0",0,NA,"ug/L","21.43",NA,NA,"Memphis_City","Memphis City 1",NA
"CHL_A_COR","CHL25-24",NA,NA,"25-24","182","SURF","2024-05-22","11:15:00 AM","0",0,NA,"ug/L","4.58",NA,NA,"Fox_Valley","Fox Valley 1",NA
"CHL_A_COR","CHL26-24",NA,NA,"26-24","182","SURF","2024-05-22","11:15:00 AM","0",0,NA,"ug/L","4.72",NA,NA,"Fox_Valley","Fox Valley 1",NA
"CHL_A_COR","CHL91-24",NA,NA,"91-24","057","SURF","2024-05-22","1:24:00 PM","0",0,NA,"ug/L","13.19",NA,NA,"Deer_Ridge","Deer Ridge 1",NA
"CHL_A_COR","CHL92-24",NA,NA,"92-24","057","SURF","2024-05-22","1:24:00 PM","0",0,NA,"ug/L","13.32",NA,NA,"Deer_Ridge","Deer Ridge 1",NA
"CHL_A_COR","CHL97-24",NA,NA,"97-24","114","SURF","2024-05-22","2:52:00 PM","0",0,NA,"ug/L","12.75",NA,NA,"Henry_Sever","Henry Sever 1",NA
"CHL_A_COR","CHL98-24",NA,NA,"98-24","114","SURF","2024-05-22","2:52:00 PM","0",0,NA,"ug/L","13.55",NA,NA,"Henry_Sever","Henry Sever 1",NA
